"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Cardiovascular Outcomes with Tirzepatide versus Dulaglutide in Type 2 Diabetes.","https://scispace.com/paper/cardiovascular-outcomes-with-tirzepatide-versus-dulaglutide-7cghlpu0pv3g","2025","Journal Article","The New England Journal of Medicine","Stephen J. Nicholls
Imre Pavo
Deepak L. Bhatt
John B. Buse
Stefano Del Prato
S. Kahn
A. M. Lincoff
Darren K. Mcguire
Debra Miller
Michael A. Nauck
Hiroshi Nishiyama
Steven E. Nissen
N. Sattar
G. Weerakkody
R. Wiese
B. Zinman
S. Zoungas
Jan N. Basile
Melanie J. Davies
F. Giorgino
M. Kellerer
Linong Ji
T. Várkonyi
Venu Menon
Jonathan C. Broder
Alan Herschtal
D. D'Alessio","10.1056/nejmoa2505928","","BACKGROUND
Tirzepatide, a dual incretin agonist of the glucagon-like peptide-1 and glucose-dependent insulinotropic polypeptide receptors, has favorable effects on glycemic control and body weight. The effects on cardiovascular outcomes are uncertain.


METHODS
We conducted an active-comparator-controlled, double-blind, noninferiority trial in which patients with type 2 diabetes and atherosclerotic cardiovascular disease were randomly assigned in a 1:1 ratio to receive a weekly subcutaneous injection of tirzepatide (up to 15 mg) or dulaglutide (1.5 mg), an agent that has been shown to reduce the incidence of cardiovascular events. The primary end point was a composite of death from cardiovascular causes, myocardial infarction, or stroke and was tested for noninferiority of tirzepatide to dulaglutide with a margin of 1.05 for the upper limit of the 95.3% confidence interval for the hazard ratio. An upper limit of less than 1.00 was considered to indicate superiority of tirzepatide to dulaglutide.


RESULTS
A total of 13,299 patients underwent randomization; 134 were subsequently excluded because they did not meet inclusion criteria. The modified intention-to-treat population thus included 6586 patients in the tirzepatide group and 6579 in the dulaglutide group. The mean (±SD) age of the patients was 64.1±8.8 years, 29.0% were women, the mean body-mass index (the weight in kilograms divided by the square of the height in meters) was 32.6±5.5, the mean glycated hemoglobin level was 8.4±0.9%, and the mean duration of diabetes was 14.7±8.8 years. A primary end-point event occurred in 801 patients (12.2%) in the tirzepatide group and 862 (13.1%) in the dulaglutide group (hazard ratio, 0.92; 95.3% confidence interval, 0.83 to 1.01; P = 0.003 for noninferiority; P = 0.09 for superiority). The incidence of adverse events appeared to be similar in the two groups, although more gastrointestinal adverse events were observed in the tirzepatide group.


CONCLUSIONS
Among patients with type 2 diabetes and atherosclerotic cardiovascular disease, tirzepatide was noninferior to dulaglutide with respect to a composite of death from cardiovascular causes, myocardial infarction, or stroke. (Funded by Eli Lilly; SURPASS-CVOT ClinicalTrials.gov number, NCT04255433.).","Tirzepatide, a dual incretin agonist, was noninferior to dulaglutide in reducing cardiovascular events in patients with type 2 diabetes and atherosclerotic cardiovascular disease, with a hazard ratio of 0.92 (95.3% CI, 0.83-1.01) in a randomized, double-blind trial."
"Effect of tirzepatide on OSA-related cardiometabolic risk measures in SURMOUNT-OSA","https://scispace.com/paper/effect-of-tirzepatide-on-osa-related-cardiometabolic-risk-o6fvkvuaej3o","2025","Journal Article","","Josef Bednařík
Atul Malhotra
Ronald R. Grunstein
Ali Azarbarzin
Scott A. Sands
Virend K. Somers
Louis J. Aronne
Ania M. Jastreboff
Jitong Lou
Sujatro Chakladar
Julia P. Dunn
Mathijs C. Bunck","10.21203/rs.3.rs-6313346/v1","","<title>Abstract</title> <underline><italic>Background:</italic></underline> Obstructive sleep apnea (OSA) is associated with obesity and cardiovascular risk. Results from the SURMOUNT-OSA studies demonstrated significant reduction of a number of cardiometabolic risk measures in participants with OSA and obesity following treatment with tirzepatide. <underline><italic>Objectives:</italic></underline> Systematically analyze all tirzepatide treatment related changes of cardiometabolic risk measures in SURMOUNT-OSA studies and investigate to what extent these changes were mediated by reductions in weight and/or OSA-related measures. <underline><italic>Methods:</italic></underline> The SURMOUNT-OSA master protocol comprised two 52-week, randomized, double-blind, placebo-controlled Phase 3 studies. Study 1 (N=234) and 2 (N=235) included participants with moderate-to-severe OSA and obesity, who at screening reported not using, or using positive airway pressure (PAP) therapy, respectively. The design and rationale of the studies have been published previously (1). The current analysis investigated the association of treatment with tirzepatide or placebo with SURMOUNT-OSA pre-specified cardiometabolic risk measures including blood pressure, and levels of high-sensitivity C-reactive protein (hsCRP), HDL-C, non-HDL-C, triglycerides, fasting insulin. Further analyses included change in HOMA-IR with tirzepatide compared to placebo, and mediation analysis to determine the proportion of observed changes attributable to reductions in body weight, apnea-hypopnea index (AHI) and sleep apnea-specific hypoxic burden (SASHB). <underline><italic>Results:</italic></underline> In Study 1, participants experienced greater difference in change from baseline with tirzepatide compared to placebo in SBP (-7.9 mmHg; 95% CI -11.0 to -4.9; p&lt;0.001), and DBP (-3.2 mmHg; 95% CI -5.4 to -1.0; p=0.005) at 48 weeks, and hsCRP (-28.9±8.2%; p=0.003), HDL-C (7.2±2.1%; p&lt;0.001), non-HDL-C (-13.0±3.1%; p&lt;0.001), triglycerides (-32.2±3.7%; p&lt;0.001), fasting insulin (-41.4±5.0%; p&lt;0.001), and HOMA-IR (-48.0±4.9%; p&lt;0.001) at 52 weeks. In Study 2, participants experienced greater differences in change from baseline following tirzepatide compared to placebo in SBP (-4.3 mmHg; 95% CI -7.3 to -1.2; p=0.007) at 48 weeks, and hsCRP (-45.1±8.0%; p&lt;0.001), HDL-C (10.0±2.8%; p&lt;0.001), non-HDL-C (-14.3±2.5%; p&lt;0.001), triglycerides (-31.5±3.7%; p&lt;0.001), fasting insulin (-45.4±5.4%; p&lt;0.001), and HOMA-IR (-54.8±5.0%; p&lt;0.001) at 52 weeks. Statistically significant independent mediation effect of changes in OSA metrics was observed on hsCRP, HOMA-IR and triglycerides. In addition, the combination of changes in weight and OSA metrics, but not weight or OSA improvements alone, had a significant mediation effect on non-HDL-C. There was no significant mediation effect of weight or OSA metrics observed on DBP. <underline><italic>Conclusions:</italic></underline> In the SURMOUNT-OSA program trials, tirzepatide appeared to have significant cardiometabolic benefits for patients with moderate-to-severe OSA and obesity. Based on the mediation analysis, treating both sleep-disordered breathing and obesity is likely required to optimize cardiometabolic benefits for patients with OSA and obesity. ","Tirzepatide significantly reduced cardiometabolic risk measures in patients with obstructive sleep apnea (OSA) and obesity, with mediation effects observed for OSA metrics on hsCRP, HOMA-IR, and triglycerides, and weight and OSA metrics on non-HDL-C."
"Tirzepatide (Mounjaro) - a novel Pharmacotherapeutic Agent for Obesity","https://scispace.com/paper/tirzepatide-mounjaro-a-novel-pharmacotherapeutic-agent-for-1y22eh8x9vtp","2024","Repository","","Tayyaba Khatri
Tasmiyah Siddiqui
Payal Rani Doultani","10.60692/wy9cs-mzd66","","Obesity and its consequential morbidities are a major global burden. with Pakistan having a national obesity risk of 6.5/10.(1) Raised BMI (body mass index-an index of weight to height ratio) along with obesity is one the prime risk factors that lead to numerous other non-transmissible diseases like heart diseases, Type 2 diabetes, osteoarthritis and certain carcinomas (Breast, ovarian, colon, liver, prostate, gall bladder). Lifestyle interventions can only produce modest (~5-10%) weight loss, necessitating other antiobesity interventions. Therefore, pharmacological approaches to losing weight are in the limelight. The U.S. (FDA) Food and Drug Administration has also authorized pharmacological treatment as a new treatment option to incorporate into weight management programme with concomitant dietary and physical behavioral remodeling in patients having 27 kg/m2 or higher BMI along with incidence of any of the following obesity-related comorbidities: T2DM, hypertension, or hypercholesterolemia (2).As of 2021 around 5 antiobesity medications (AOMs) have been approved by FDA so far but a recent randomized, placebo controlled double blind trial has incredibly unveiled the potential effects of tirzepatide as an antiobesity drug. Tirzepatide (Mounjaro) is an exclusive and the only dual receptor agonist the mimicking actions of glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like peptide-1 (GLP-1) and therefore referred as ""twincretin"". This drug, originally used to treat T2DM, has now been incredibly effective in treating obesity. According to a recent randomized control trial, 85% of participants with a 5.0 mg dose, 89% participants with a 10 mg dose and 91% participants with a 15 mg dose showed a significant reduction in weight(3) which is a corroborating evidence supporting tirzepatide as antiobesity drug. According to SURPASS-2 clinical trial, comparing efficacy of tirzepatide to semaglutide (a selective GLP-1 receptor agonist), tirzepatide was proven to reduce body weight and A1C levels more effectively than semaglutide demonstrating it to be better in treating not only diabetes but obesity(4). The SURMOUNT-1 trial, depicting the efficacy of tirzepatide, showed significant weight reduction of up to 22.5 % in obese adults (5) Some of the adverse effects noted with its use were gastrointestinal events like nausea, vomiting and diarrhea. A few contraindications are gallbladder disease, pancreatitis, genetic predisposition of medullary thyroid carcinoma and MEN (multiple endocrine neoplasia) Type 2. ---Continue ",""
"Tirzepatide (Mounjaro) - a novel Pharmacotherapeutic Agent for Obesity","https://scispace.com/paper/tirzepatide-mounjaro-a-novel-pharmacotherapeutic-agent-for-u4i4hdbhnyx8","2024","Repository","","Tayyaba Khatri
Tasmiyah Siddiqui
Payal Rani Doultani","10.60692/27rr6-bbw77","","Obesity and its consequential morbidities are a major global burden. with Pakistan having a national obesity risk of 6.5/10.(1) Raised BMI (body mass index-an index of weight to height ratio) along with obesity is one the prime risk factors that lead to numerous other non-transmissible diseases like heart diseases, Type 2 diabetes, osteoarthritis and certain carcinomas (Breast, ovarian, colon, liver, prostate, gall bladder). Lifestyle interventions can only produce modest (~5-10%) weight loss, necessitating other antiobesity interventions. Therefore, pharmacological approaches to losing weight are in the limelight. The U.S. (FDA) Food and Drug Administration has also authorized pharmacological treatment as a new treatment option to incorporate into weight management programme with concomitant dietary and physical behavioral remodeling in patients having 27 kg/m2 or higher BMI along with incidence of any of the following obesity-related comorbidities: T2DM, hypertension, or hypercholesterolemia (2).As of 2021 around 5 antiobesity medications (AOMs) have been approved by FDA so far but a recent randomized, placebo controlled double blind trial has incredibly unveiled the potential effects of tirzepatide as an antiobesity drug. Tirzepatide (Mounjaro) is an exclusive and the only dual receptor agonist the mimicking actions of glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like peptide-1 (GLP-1) and therefore referred as ""twincretin"". This drug, originally used to treat T2DM, has now been incredibly effective in treating obesity. According to a recent randomized control trial, 85% of participants with a 5.0 mg dose, 89% participants with a 10 mg dose and 91% participants with a 15 mg dose showed a significant reduction in weight(3) which is a corroborating evidence supporting tirzepatide as antiobesity drug. According to SURPASS-2 clinical trial, comparing efficacy of tirzepatide to semaglutide (a selective GLP-1 receptor agonist), tirzepatide was proven to reduce body weight and A1C levels more effectively than semaglutide demonstrating it to be better in treating not only diabetes but obesity(4). The SURMOUNT-1 trial, depicting the efficacy of tirzepatide, showed significant weight reduction of up to 22.5 % in obese adults (5) Some of the adverse effects noted with its use were gastrointestinal events like nausea, vomiting and diarrhea. A few contraindications are gallbladder disease, pancreatitis, genetic predisposition of medullary thyroid carcinoma and MEN (multiple endocrine neoplasia) Type 2. ---Continue ",""
"Estimating Cardiovascular Benefits of Tirzepatide in Sleep Apnea and Obesity: Insight from the SURMOUNT-OSA Trials","https://scispace.com/paper/estimating-cardiovascular-benefits-of-tirzepatide-in-sleep-69pgx5xeqdox","2024","Journal Article","Current obesity reports","Guglielmo Beccuti
Fabio Bioletto
Mirko Parasiliti‐Caprino
Andrea Benso
Ezio Ghigo
Alessandro Cicolin
Fabio Broglio","10.1007/s13679-024-00592-x","","Abstract Purpose of Commentary This commentary aims to offer a perspective on the effect of tirzepatide on hypoxic burden and provide indirect evidence of cardiovascular risk reduction after tirzepatide for the treatment of obstructive sleep apnea and obesity. It also discusses the role of tirzepatide-induced weight loss in the management of obstructive sleep apnea. Recent Findings. In the SURMOUNT-OSA phase 3 trials, tirzepatide, a new GIP/GLP-1 receptor co-agonist, reduced the apnea–hypopnea index, hypoxic burden, and body weight in adults with moderate-to-severe obstructive sleep apnea and obesity. The change in apnea–hypopnea index is clinically relevant, but its impact on cardiovascular mortality remains unclear. Conversely, hypoxic burden predicts cardiovascular mortality across populations independent of AHI. Summary We attempted to postulate the magnitude of cardiovascular benefits of tirzepatide based on the reduction in hypoxic burden. Tirzepatide treatment for obstructive sleep apnea and obesity seems to result in hypoxic burden values associated with a lower cardiovascular mortality rate and thus might attenuate the negative cardiovascular impact of hypoxic burden. ","Tirzepatide, a GIP/GLP-1 receptor co-agonist, reduces apnea-hypopnea index, hypoxic burden, and body weight in adults with obstructive sleep apnea and obesity, potentially attenuating cardiovascular risk through hypoxic burden reduction."
"Tirzepatide and cardiometabolic parameters in obesity: Summary of current evidence","https://scispace.com/paper/tirzepatide-and-cardiometabolic-parameters-in-obesity-xjfaeznn5yms","2025","Journal Article","Diabetes, Obesity and Metabolism","Naveed Sattar
Luis‐Emilio García‐Pérez
Ángel Rodríguez
R. Kapoor
Adam Stefański
Emily R. Hankosky","10.1111/dom.16549","","Abstract Globally, cardiovascular diseases (CVDs) account for around one‐third of all deaths. Clinical trial evidence suggests that treatment of people with obesity or type 2 diabetes (T2D) and CVD with glucagon‐like peptide‐1 (GLP‐1) receptor agonists reduces the risk of major adverse cardiovascular events, heart failure outcomes and all‐cause mortality. Tirzepatide is a once‐weekly, dual glucose‐dependent insulinotropic polypeptide (GIP) and GLP‐1 receptor agonist that has demonstrated dose‐dependent efficacy in people with obesity, T2D or both, in terms of glycaemic control and bodyweight reduction in clinical trials. This narrative review summarizes the current evidence regarding the effects of tirzepatide treatment on cardiometabolic parameters, including lipid profile, blood pressure and markers of renal function. Additionally, it summarizes the reported impact of tirzepatide treatment on other relevant parameters, such as body composition, liver fat, progression to T2D among individuals with prediabetes, and incidence of heart failure events. Considering the changing landscape of clinical trial evidence of tirzepatide's effects, this review aims to compile the available evidence, which suggests a promising outlook for the cardiometabolic benefits of tirzepatide. ","This narrative review summarizes current evidence on tirzepatide's effects on cardiometabolic parameters, including lipid profile, blood pressure, and renal function, in people with obesity, type 2 diabetes, or both, demonstrating promising cardiometabolic benefits."
"Continued Treatment With Tirzepatide for Maintenance of Weight Reduction in Adults With Obesity: The SURMOUNT-4 Randomized Clinical Trial.","https://scispace.com/paper/continued-treatment-with-tirzepatide-for-maintenance-of-2t0ph8in1w","2023","Journal Article","","Louis J. Aronne
Naveed Sattar
Deborah B Horn
Harold E Bays
Sean Wharton
Wen-Yuan Lin
Nadia N. Ahmad
Shuyu Zhang
Ran Liao
Mathijs C. Bunck
Irina Jouravskaya
Madhumita A Murphy","10.1001/jama.2023.24945","","Importance
The effect of continued treatment with tirzepatide on maintaining initial weight reduction is unknown.


Objective
To assess the effect of tirzepatide, with diet and physical activity, on the maintenance of weight reduction.


Design, Setting, and Participants
This phase 3, randomized withdrawal clinical trial conducted at 70 sites in 4 countries with a 36-week, open-label tirzepatide lead-in period followed by a 52-week, double-blind, placebo-controlled period included adults with a body mass index greater than or equal to 30 or greater than or equal to 27 and a weight-related complication, excluding diabetes.


Interventions
Participants (n = 783) enrolled in an open-label lead-in period received once-weekly subcutaneous maximum tolerated dose (10 or 15 mg) of tirzepatide for 36 weeks. At week 36, a total of 670 participants were randomized (1:1) to continue receiving tirzepatide (n = 335) or switch to placebo (n = 335) for 52 weeks.


Main Outcomes and Measures
The primary end point was the mean percent change in weight from week 36 (randomization) to week 88. Key secondary end points included the proportion of participants at week 88 who maintained at least 80% of the weight loss during the lead-in period.


Results
Participants (n = 670; mean age, 48 years; 473 [71%] women; mean weight, 107.3 kg) who completed the 36-week lead-in period experienced a mean weight reduction of 20.9%. The mean percent weight change from week 36 to week 88 was -5.5% with tirzepatide vs 14.0% with placebo (difference, -19.4% [95% CI, -21.2% to -17.7%]; P < .001). Overall, 300 participants (89.5%) receiving tirzepatide at 88 weeks maintained at least 80% of the weight loss during the lead-in period compared with 16.6% receiving placebo (P < .001). The overall mean weight reduction from week 0 to 88 was 25.3% for tirzepatide and 9.9% for placebo. The most common adverse events were mostly mild to moderate gastrointestinal events, which occurred more commonly with tirzepatide vs placebo.


Conclusions and Relevance
In participants with obesity or overweight, withdrawing tirzepatide led to substantial regain of lost weight, whereas continued treatment maintained and augmented initial weight reduction.


Trial Registration
ClinicalTrials.gov Identifier: NCT04660643.","In participants with obesity or overweight, withdrawing tirzepatide led to substantial regain of lost weight, whereas continued treatment maintained and augmented initial weight reduction."
"Tirzepatide, the dual <scp>GLP</scp>‐1 and <scp>GIP</scp> agonist showed ground breaking weight loss and <scp>HbA1c</scp> reduction in overweight or obese people with type 2 diabetes: Result of the SURMOUNT‐2 trial","https://scispace.com/paper/tirzepatide-the-dual-scp-glp-scp-1-and-scp-gip-scp-agonist-3djr6m8rnl","2023","Journal Article","Diabetes, obesity and metabolism now","Iskandar Idris","10.1002/doi2.65","","Tirzepatide, a dual GLP-1, GIP uni-molecular agonist had previously shown a significant ~22% weight loss in the SURMOUNT-1 pivotol trial and received FDA approval in 2022. The percentage weight loss observed in that study was indeed the largest weight loss seen in an anti-obesity, weight loss trial to date. Previous studies have also shown that the efficacy of anti-obesity drugs to induce weight loss in people with type 2 diabetes is typically less when compared to people without type 2 diabetes. The largest weight loss seen in overweight/obese people with type 2 diabetes was previously observed with Semaglutide 2.4 mg (Wegovy) in the STEP-2 trial. Previous large-scale trials with tirzepatide in people with type 2 diabetes in the SURPASS programme did not focus patients with type 2 diabetes who are also overweight or obese. Against this background, the SURMOUNT-2 pivotal trial investigated the efficacy of tirzepatide in people with type 2 diabetes who are also overweight/obese. The result of this important trial was presented at the American Diabetes Association (ADA2023) meeting. The trial reported that weekly tirzepatide injections in adults with type 2 diabetes and overweight or obesity safely led to 12.8%–14.7% in-trial weight loss for 10 and 15 mg of tirzepatide respectively after 72 weeks—a finding that will likely lead to US Food and Drug Administration (FDA) approval of a new indication for weight loss for tirzepatide. The observed weight loss of approximately 15% from baseline was the first to be seen with any anti-obesity therapy in people with type 2 diabetes. Amazingly, up to 34% of patients achieved >20% weight reduction. As in the SURPASS trial programme, the greatest rate of weight loss was seen in the first 24 weeks of treatment. This magnitude of weight loss throughout the study was associated with approximately 2.1% absolute HbA1c reduction. In addition to weight and HbA1c reduction, all key secondary end-points that included systolic blood pressure, lipid parameters, fasting glucose and waist circumference, were all met. While direct head-to-head comparison between studies was not possible, these findings easily placed Tirzepatide, marketed as Mounjaro in a favourable position relative to a 2.4-mg weekly subcutaneous injection with the GLP-1 agonist semaglutide (Wegovy) for weight loss. This new findings therefore support the assertion that tirzepatide is currently the most effective agent currently on the market to help achieve the two co-primary goals for patients with type 2 diabetes—weight loss and glycaemic control—while also having favourable effects on cardiovascular risk factors. The study is published in the Lancet.[1] ","Tirzepatide showed significant weight loss and HbA1c reduction in overweight or obese people with type 2 diabetes in the SURMOUNT-2 trial. Up to 34% of patients achieved >20% weight reduction and 2.1% absolute HbA1c reduction."
"Tirzepatide (Mounjaro) - a novel Pharmacotherapeutic Agent for Obesity","https://scispace.com/paper/tirzepatide-mounjaro-a-novel-pharmacotherapeutic-agent-for-12ttuob1","2023","Journal Article","Journal of Pakistan Medical Association","","10.47391/jpma.7685","","Obesity and its consequential morbidities are a major global burden. with Pakistan having a national obesity risk of 6.5/10.(1) Raised BMI (body mass index-an index of weight to height ratio) along with obesity is one the prime risk factors that lead to numerous other non-transmissible diseases like heart diseases, Type 2 diabetes, osteoarthritis and certain carcinomas (Breast, ovarian, colon, liver, prostate, gall bladder). Lifestyle interventions can only produce modest (~5-10%) weight loss, necessitating other antiobesity interventions. Therefore, pharmacological approaches to losing weight are in the limelight. The U.S. (FDA) Food and Drug Administration has also authorized pharmacological treatment as a new treatment option to incorporate into weight management programme with concomitant dietary and physical behavioral remodeling in patients having 27 kg/m2 or higher BMI along with incidence of any of the following obesity-related comorbidities: T2DM, hypertension, or hypercholesterolemia (2).As of 2021 around 5 antiobesity medications (AOMs) have been approved by FDA so far but a recent randomized, placebo controlled double blind trial has incredibly unveiled the potential effects of tirzepatide as an antiobesity drug. Tirzepatide (Mounjaro) is an exclusive and the only dual receptor agonist the mimicking actions of glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like peptide-1 (GLP-1) and therefore referred as “twincretin”. This drug, originally used to treat T2DM, has now been incredibly effective in treating obesity. According to a recent randomized control trial, 85% of participants with a 5.0 mg dose, 89% participants with a 10 mg dose and 91% participants with a 15 mg dose showed a significant reduction in weight(3) which is a corroborating evidence supporting tirzepatide as antiobesity drug. According to SURPASS-2 clinical trial, comparing efficacy of tirzepatide to semaglutide (a selective GLP-1 receptor agonist), tirzepatide was proven to reduce body weight and A1C levels more effectively than semaglutide demonstrating it to be better in treating not only diabetes but obesity(4). The SURMOUNT-1 trial, depicting the efficacy of tirzepatide, showed significant weight reduction of up to 22.5 % in obese adults (5) Some of the adverse effects noted with its use were gastrointestinal events like nausea, vomiting and diarrhea. A few contraindications are gallbladder disease, pancreatitis, genetic predisposition of medullary thyroid carcinoma and MEN (multiple endocrine neoplasia) Type 2. ---Continue ","Tirzepatide (Mounjaro) is an exclusive dual receptor agonist the mimicking actions of glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like peptide-1 (GLP-1) and therefore referred as “twincretin” as mentioned in this paper ."
"Cardiovascular effects of tirzepatide","https://scispace.com/paper/cardiovascular-effects-of-tirzepatide-i8tkcf3pcqd8","2025","Journal Article","Journal of Endocrinology","Priya Sumithran
Anthony Russell
Sophia Zoungas","10.1530/joe-24-0259","","Tirzepatide is a first-in-class dual agonist at receptors for glucagon-like peptide-1 (GLP-1) and glucose-dependent insulinotropic polypeptide (GIP) for the treatment of T2D and obesity with unprecedented efficacy for glycaemic control and reductions in body weight as well as improvements in blood pressure and lipid profile compared with placebo and GLP-1 receptor agonists. To date, clinical trials of tirzepatide have fulfilled the requirement by regulatory authorities of demonstrated cardiovascular safety in high-risk patients. Whether cardiovascular benefits will be found with dual GLP-1/GIP receptor agonists remains uncertain, and the contribution of GIP receptor activation to cardiovascular risk has not been established. Several ongoing large-scale cardiovascular outcome trials for tirzepatide will provide a clearer understanding of where tirzepatide should be positioned in the treatment of established atherosclerotic cardiovascular disease or people at high risk, in relation to current standard of care cardioprotective agents and approaches. ","Tirzepatide, a dual GLP-1/GIP receptor agonist, demonstrates cardiovascular safety in high-risk patients with T2D and obesity, but ongoing trials are needed to establish its cardiovascular benefits and position in treatment of atherosclerotic cardiovascular disease."
"New Drug: Tirzepatide (Mounjaro™).","https://scispace.com/paper/new-drug-tirzepatide-mounjarotm-32yhwor1","2023","Journal Article","The Senior care pharmacist","Lana Gettman","10.4140/tcp.n.2023.50","","Type 2 diabetes mellitus (T2DM) is the most common form of diabetes and is a chronic and progressive illness. Millions of Americans have T2DM and many patients do not achieve the recommended blood glucose levels. Glucagon-like peptide 1 (GLP-1) based therapy is an established treatment for the management of T2DM and is recommended early in the treatment algorithm. GLP-1 therapy is associated with better glycemic control, weight reduction, and favorable cardiovascular outcomes. Tirzepatide (Mounjaro™) is a novel dual glucose-dependent insulinotropic polypeptide (GIP) receptor and GLP-1 receptor agonist. Evidence from five SURPASS clinical trials has demonstrated that tirzepatide has potent glucose lowering and weight loss with adverse effects comparable to GLP-1 receptor agonists. This paper gives an overview of tirzepatide and SURPASS clinical trials.","Tirzepatide (Mounjaro) as mentioned in this paper is a dual glucose-dependent insulin-dependent polypeptide (GIP) receptor and GLP-1 receptor agonist."
"Tirzepatide for cardiovascular risk reduction: a literature review","https://scispace.com/paper/tirzepatide-for-cardiovascular-risk-reduction-a-literature-rke8al791vlq","2025","Journal Article","International Journal of Innovative Technologies in Social Science","Elhatra Settaf-Cherif
Layla Settaf-Cherif
Katarzyna Malinowska
Joanna Barwacz
Magdalena Adamik
Elhatra Settaf-Cherif
Layla Settaf-Cherif
Katarzyna Malinowska
Joanna Barwacz
Magdalena Adamik","10.31435/ijitss.3(47).2025.3989","https://scispace.compdf/tirzepatide-for-cardiovascular-risk-reduction-a-literature-rke8al791vlq.pdf","Background: Tirzepatide, a dual glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like peptide-1 (GLP-1) receptor agonist, shows promise beyond glycemic control for managing cardiovascular risk factors. Recent studies suggest that tirzepatide may also offer cardiovascular benefits by improving weight, glycemic control, blood pressure, systemic inflammation, and cardiometabolic risk factors. Aim: Our review summarizes the current evidence on tirzepatide’s cardiovascular effects, mechanisms of action, clinical outcomes, and safety profile in populations at increased cardiovascular risk. Methodology: We conducted a narrative literature review of tirzepatide and cardiovascular outcomes using PubMed and Google Scholar. Conclusion: Tirzepatide appears to be a promising therapeutic option for reducing cardiovascular risk, particularly in patients with type 2 diabetes, obesity, and heart failure. Current data support its positive effects on multiple cardiovascular risk factors. However, further confirmation from large clinical trials is needed to fully establish its long-term benefits and safety. ",""
"One drug to fix it all? the role of tirzepatide in treating components of metabolic syndrome","https://scispace.com/paper/one-drug-to-fix-it-all-the-role-of-tirzepatide-in-treating-vs2b8vyn82v2","2025","Journal Article","International Journal of Innovative Technologies in Social Science","Sylwia Tomasiczek
Weronika Tomasiczek
Dominika Kondyjowska
Zuzanna Sawiec
Natalia Bukała
Dorota Maria Komuńska
Ewa Antonowicz
Marta Rogozińska","10.31435/ijitss.4(48).2025.4180","","Metabolic syndrome is a growing global health concern, driven largely by lifestyle-related factors such as poor diet, physical inactivity, and obesity. It is defined as a cluster of risk factors - including abdominal obesity, insulin resistance, hypertension, and dyslipidemia - that significantly increase the risk of developing cardiovascular disease, stroke, and type 2 diabetes. With its prevalence rising worldwide and substantial impact on morbidity and mortality, there is an urgent need for effective, multifactorial treatment strategies. Tirzepatide, a dual GIP and GLP-1 receptor agonist, has recently emerged as a promising therapeutic agent. The aim of this article is to review the current state of knowledge regarding tirzepatide’s potential in addressing key components of metabolic syndrome. Evidence from the SURPASS clinical program and the SURMOUNT-1 trial demonstrates tirzepatide’s robust effects on several metabolic parameters. It has been shown to significantly reduce HbA1c levels, promote substantial and dose-dependent weight loss, improve lipid profiles, and lower blood pressure. Notably, in a post hoc analysis of the SURPASS trials, tirzepatide led to normalization of blood glucose in a large proportion of patients and reduced the prevalence of individuals meeting the criteria for metabolic syndrome. Although metabolic syndrome was not a primary endpoint in these studies, the improvements seen across its components support tirzepatide’s potential as a comprehensive treatment. These findings suggest that tirzepatide may represent a significant advancement in the management of metabolic syndrome and offer new hope for patients burdened by multiple cardiometabolic risk factors.","Tirzepatide, a dual GIP and GLP-1 receptor agonist, shows promise in treating metabolic syndrome by reducing HbA1c levels, promoting weight loss, improving lipid profiles, and lowering blood pressure, offering a potential comprehensive treatment for this growing global health concern."
"Tirzepatide Trial Demonstrates Substantial Weight Loss.","https://scispace.com/paper/tirzepatide-trial-demonstrates-substantial-weight-loss-3gh2aujc","2022","Journal Article","JAMA","Anita Slomski","10.1001/jama.2022.11895","","Substantial Weight Loss A trial reported in the New England Journal of Medicine evaluated the drug tirzepatide for treatment of obesity or overweight among adults without diabetes. Participants experienced substantial and sustained weight loss with a weekly injection of the novel glucose-dependent insulinotropic polypeptide and glucagon–like peptide-1 receptor agonist, which is approved for type 2 diabetes. Study participants were randomly assigned to receive tirzepatide or placebo once a week for 72 weeks, including a 20-week dose-escalation period. All received counseling to eat 500 fewer calories per day and to exercise for at least 150 minutes per week. The 2539 participants’ average body weight was 104.8 kg and their average body mass index was 38 at the start of the trial. By week 72, participants in the intervention group lost an average 15% of their body weight with a 5-mg dose, 19.5% with a 10-mg dose, and 20.9% with a 15-mg dose, compared with 3.1% average weight loss in the placebo group. In the intervention group, 85% to 91% of participants reduced their weight by 5% or more compared with 35% in the placebo group. Half of the 10-mg tirzepatide group and 57% of the 15-mg group reduced their body weight by 20% or more. The intervention group also had improved cardiovascular and metabolic measures, and the adverse events they experienced were mainly mild to moderate gastrointestinal issues during dose escalation.","The intervention group had improved cardiovascular and metabolic measures, and the adverse events they experienced were mainly mild to moderate gastrointestinal issues during dose escalation."
