"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Weight Loss Outcomes","Cardiovascular Outcomes","Adverse Events"
"Comparison of Tirzepatide and Dulaglutide on Major Adverse Cardiovascular Events in Participants with Type 2 Diabetes and Atherosclerotic Cardiovascular Disease: SURPASS-CVOT Design and Baseline Characteristics.","https://scispace.com/paper/comparison-of-tirzepatide-and-dulaglutide-on-major-adverse-1hqvvlyo4z","2023","Journal Article","American Heart Journal","Stephen J. Nicholls
Deepak L. Bhatt
J. B. Buse
S. D. Prato
Steven E. Kahn
A. Michael Lincoff
Darren K. McGuire
Michael A Nauck
Steven E. Nissen
Naveed Sattar
B. Zinman
Sophia Zoungas
Jan Basile
Amy Bartee
Debra Miller
Hiroshi Nishiyama
Imre Pavo
Govinda Weerakkody
R. Wiese
David D'Alessio","10.1016/j.ahj.2023.09.007","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares tirzepatide vs dulaglutide on MACE in a CV outcomes trial, noting weight loss; does not detail adverse events or SURMOUNT trials.","Tirzepatide, a once-weekly GIP/GLP-1 receptor agonist, reduces blood glucose and body weight in people with type 2 diabetes. The cardiovascular (CV) safety and efficacy of tirzepatide have not been definitively assessed in a cardiovascular outcomes trial.Tirzepatide is being studied in a randomized, double-blind, active-controlled CV outcomes trial. People with type 2 diabetes aged ≥40 years, with established atherosclerotic CV disease, HbA1c ≥7% to ≤10.5%, and body mass index ≥25 kg/m2 were randomized 1:1 to once weekly subcutaneous injection of either tirzepatide up to 15 mg or dulaglutide 1.5 mg. The primary outcome is time to first occurrence of any major adverse cardiovascular event (MACE), defined as CV death, myocardial infarction, or stroke. The trial is event-driven and planned to continue until ≥1,615 participants experience an adjudication-confirmed component of MACE. The primary analysis is noninferiority for time to first MACE of tirzepatide vs dulaglutide by demonstrating an upper confidence limit <1.05, which will also confirm superiority vs a putative placebo, and also to determine whether tirzepatide produces a greater CV benefit than dulaglutide (superiority analysis).Over 2 years, 13,299 people at 640 sites in 30 countries across all world regions were randomized. The mean age of randomized participants at baseline was 64.1 years, diabetes duration 14.7 years, HbA1c 8.4%, and BMI 32.6 kg/m2. Overall, 65.0% had coronary disease, of whom 47.3% reported prior myocardial infarction and 57.4% had prior coronary revascularization. 19.1% of participants had a prior stroke and 25.3% had peripheral artery disease. The trial is fully recruited and ongoing.SURPASS-CVOT will provide definitive evidence as to the CV safety and efficacy of tirzepatide as compared with dulaglutide, a GLP-1 receptor agonist with established CV benefit. ","","",""
"Novel Therapies for Cardiometabolic Disease: Recent Findings in Studies with Hormone Peptide-Derived G Protein Coupled Receptor Agonists","https://scispace.com/paper/novel-therapies-for-cardiometabolic-disease-recent-findings-2kkq2ase","2022","Journal Article","Nutrients","Elena Jiménez-Martí
Gema Hurtado-Genovés
María Aguilar-Ballester
Sergio Martínez-Hervás
Herminia González-Navarro","10.3390/nu14183775","https://scispace.com/pdf/novel-therapies-for-cardiometabolic-disease-recent-findings-2kkq2ase.pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses tirzepatide’s weight‑loss and cardiovascular outcomes in SURPASS trials, but lacks adverse‑event details and does not mention SURMOUNT studies.","The increasing prevalence of obesity and type 2 diabetes (T2DM) is provoking an important socioeconomic burden mainly in the form of cardiovascular disease (CVD). One successful strategy is the so-called metabolic surgery whose beneficial effects are beyond dietary restrictions and weight loss. One key underlying mechanism behind this surgery is the cooperative improved action of the preproglucagon-derived hormones, glucagon, glucagon-like peptide-1 (GLP-1), and glucose-dependent insulinotropic polypeptide (GIP) which exert their functions through G protein-coupled receptors (GPCR). Great success has been reached with therapies based on the GLP-1 receptor monoagonism; therefore, a logical and rational approach is the use of the dual and triagonism of GCPC to achieve complete metabolic homeostasis. The present review describes novel findings regarding the complex biology of the preproglucagon-derived hormones, their signaling, and the drug development of their analogues, especially those acting as dual and triagonists. Moreover, the main investigations into animal models and ongoing clinical trials using these unimolecular dual and triagonists are included which have demonstrated their safety, efficacy, and beneficial effects on the CV system. These therapeutic strategies could greatly impact the treatment of CVD with unprecedented benefits which will be revealed in the next years.","","",""
"Tirzepatide for the Maintenance of Body Weight Reduction: Rationale, Design, and Baseline Characteristics of <scp>SURMOUNT</scp>‐<scp>MAINTAIN</scp>","https://scispace.com/paper/tirzepatide-for-the-maintenance-of-body-weight-reduction-eoecduknprpc","2025","Journal Article","Obesity","Deborah B. Horn
Louis J. Aronne
Sean Wharton
Harold Bays
Elisa Gomez‐Valderas
Avigdor D. Arad
Palash Sharma
Julia P. Dunn
Çağrı Şenyücel
Clare J. Lee","10.1002/oby.70014","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Evaluates tirzepatide dose reduction vs continuation for maintaining weight loss in the SURMOUNT‑MAINTAIN trial; does not address cardiovascular outcomes or specific adverse events.","ABSTRACT Objective SURMOUNT‐MAINTAIN aims to evaluate the efficacy and safety of reducing the tirzepatide dose and/or continuing the maximum tolerated dose (MTD) versus placebo in maintaining body weight (BW) reduction achieved with tirzepatide MTD. Methods This Phase 3b, multicenter, randomized, parallel‐arm, double‐blinded, placebo‐controlled, 52‐week clinical trial is in progress comparing treatment with once weekly tirzepatide (5 mg and/or MTD of 15 mg or 10 mg) versus placebo in achieving BW reduction maintenance from the initial 60‐week open‐label weight‐loss period on tirzepatide MTD, in adults with obesity (BMI ≥ 30 kg/m 2 or ≥ 27 kg/m 2 with ≥ 1 obesity‐related comorbidity, excluding type 2 diabetes). The primary endpoint is percent maintenance of BW reduction achieved during the weight‐loss period at Week 112 among those who reached a BW plateau (i.e., &lt; 5% BW change) between Weeks 48 and 60. Results Participants are mostly female (65%) with a mean ± SD age of 47 ± 13 years, BW 114 ± 27 kg, BMI 40 ± 8 kg/m 2 , and waist circumference 119 ± 18 cm. Conclusions The SURMOUNT‐MAINTAIN trial will evaluate whether reducing or continuing the tirzepatide dose as a long‐term treatment option may help maintain the reduced BW initially achieved with tirzepatide MTD versus switching to placebo. Combined, this study may provide additional evidence to help tailor patient‐centered strategies for maintenance of BW reduction in adults living with obesity. Trial Registration ClinicalTrials.gov identifier: NCT06047548 image ","","",""
"Systolic blood pressure reduction with tirzepatide in patients with type 2 diabetes: insights from SURPASS clinical program","https://scispace.com/paper/systolic-blood-pressure-reduction-with-tirzepatide-in-2uphrnh9","2023","Journal Article","Cardiovascular Diabetology","Ildiko Lingvay
Ofri Mosenzon
Katelyn Brown
Xuewei Cui
Ciara O’Neill
Laura Fernández Landó
Hiren Patel","10.1186/s12933-023-01797-5","https://scispace.com/pdf/systolic-blood-pressure-reduction-with-tirzepatide-in-2uphrnh9.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes tirzepatide’s weight‑loss‑linked systolic blood pressure reductions across SURPASS trials, but lacks cardiovascular outcome data, adverse event details, and does not cover SURMOUNT studies.","Tirzepatide, a once-weekly glucose-dependent insulinotropic polypeptide/ glucagon-like peptide-1 receptor agonist, is approved in the United States, Europe and Japan for the treatment of type 2 diabetes. Across the SURPASS-1 to -5 clinical studies, tirzepatide 5, 10 and 15 mg demonstrated significant improvements in glycated haemoglobin A1c (HbA1c) (- 1.9 to - 2.6%), body weight (- 6.6 to - 13.9%) and systolic blood pressure (SBP) (- 2.8 to - 12.6 mmHg) at the end of study treatment.Post-hoc mediation analyses were conducted to evaluate weight-loss dependent and weight-loss independent effects of tirzepatide on SBP reductions across the 5 SURPASS studies. The safety population (all randomized patients who took at least 1 dose of study drug) of each study was analyzed. Additional analyses were conducted at individual study level or pooled across 5 SURPASS trials.The difference in mean SBP change from baseline at 40 weeks (total effect) between the tirzepatide and comparator groups was - 1.3 to - 5.1 mmHg (tirzepatide 5 mg), - 1.7 to - 6.5 mmHg (tirzepatide 10 mg) and - 3.1 to - 11.5 mmHg (tirzepatide 15 mg). These SBP reductions were primarily mediated through weight loss, with different degrees of contributions from weight-loss independent effects across the different trials. In the SURPASS-4 study, which enrolled patients with established cardiovascular disease, weight-loss independent effects explained 33% to 57% of difference in SBP change between tirzepatide and insulin glargine groups. In a pooled analysis of the SURPASS-1 to -5 studies, there was a significant (p < 0.001) but weak correlation (r = 0.18 to 0.22) between change in body weight and SBP. Reductions in SBP with tirzepatide were not dependent on concomitant antihypertensive medications at baseline as similar reductions were observed whether participants were receiving them or not (interaction p = 0.77). The largest SBP reductions were observed in the highest baseline category (> 140 mmHg), while those in the first quartile of baseline SBP category (< 122 mmHg) observed no further decrease in SBP.Tirzepatide-induced SBP reduction was primarily mediated through weight loss, with different degrees of contributions from weight-loss independent effects across the different trials. SBP reduction was not dependent on antihypertensive medication use but dependent on baseline SBP value, alleviating theoretical concerns of hypotension. ","","",""
"Tirzepatide for Heart Failure with Preserved Ejection Fraction and Obesity.","https://scispace.com/paper/39555826","2025","Journal Article","The New England journal of medicine","Packer
Zile
Kramer
Baum
Litwin
Menon
Ge
Weerakkody
Ou
Bunck
Hurt
Murakami
Borlaug","10.1056/NEJMoa2410027","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses tirzepatide and its considerable weight loss effect; only notes lack of cardiovascular outcome data and provides no adverse event or SURMOUNT trial details.","Obesity increases the risk of heart failure with preserved ejection fraction. Tirzepatide, a long-acting agonist of glucose-dependent insulinotropic polypeptide and glucagon-like peptide-1 receptors, causes considerable weight loss, but data are lacking with respect to its effects on cardiovascular outcomes.","","",""
"Tirzépatide : les leçons du programme clinique SURPASS","https://scispace.com/paper/tirzepatide-les-lecons-du-programme-clinique-surpass-4s6wvk4gxs","2023","Journal Article","Médecine des Maladies Métaboliques","L. Bordier
Pierre Gourdy
Bruno Guerci","10.1016/j.mmm.2023.07.001","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses tirzepatide to achieve significant weight loss in type 2 diabetes patients, but lacks cardiovascular outcome data and SURMOUNT trial discussion; adverse events only briefly noted.","Le tirzépatide est un co-agoniste GIP/GLP-1 présentant une plus grande affinité pour le récepteur du GIP (glucose-dependent insulinotropic polypeptide) que pour le récepteur du GLP-1 (glucagon-like peptide 1). Dans la population de patients atteints de diabète de type 2, l’efficacité et la sécurité d’emploi de ce composé, en monothérapie ou en association, ont été étudiées dans le programme SURPASS. Dans ces essais cliniques, le tirzépatide a été utilisé en une injection hebdomadaire à la dose de 5 mg, 10 mg et 15 mg en association au régime et à l’activité physique. Les essais cliniques montrent que le composé provoque un meilleur contrôle des glycémies (HbA1c) en comparaison avec d’autres médicaments hypoglycémiants, avec un faible risque de survenue d’hypoglycémies. D’autre part, le tirzépatide réduit de manière significative le surpoids (y compris l’adiposité viscérale) et la pression artérielle et améliore le bilan lipidique. Des études spécifiques de sécurité cardiovasculaire sont en cours. Ainsi, le programme SURPASS montre que le tirzépatide réduit de manière innovante l’excès de poids et améliore l’équilibre glycémique de manière significative en association avec la diététique et l’exercice physique. Tirzepatide is a GIP/GLP-1 co-agonist with higher affinity for the glucose-dependent insulinotropic polypeptide (GIP) receptor than for the glucagon-like peptide 1 (GLP-1) receptor. In patients with type 2 diabetes, efficacy, and safety of tirzepatide (once-weekly subcutaneous injection [5 mg, 10 mg, and 15 mg] in addition to diet and exercise) were assessed in the SURPASS program, as monotherapy or as a combination therapy. Clinical trials showed that tirzepatide achieved better glycated hemoglobin (HbA1c) reduction as compared to other diabetic medications with a low risk of hypoglycemia. The studies demonstrated a dose-dependent decrease of body weight (including a reduction of visceral adiposity) associated with improved lipid profile and blood pressure. Tirzepatide is well tolerated with limited side effects. Specific studies for cardiovascular safety are ongoing. Overall, the SURPASS program suggests that the novel dual agonist of gut hormones tirzepatide, significantly improves body weight and glycemic control as an adjunct to diet and exercise. ","","",""
"Abstract 4361308: Tirzepatide Reduces the Risk of Major Adverse Cardiovascular Events: An Individual Participant Data Meta-analysis of Phase 3 Randomized Clinical Trials","https://scispace.com/paper/abstract-4361308-tirzepatide-reduces-the-risk-of-major-sat8ejbg2qu6","2025","Journal Article","Circulation","Arya Aminorroaya
Evangelos Oikonomou
Dhruva Biswas
Ania Jastreboff
Rohan Khera","10.1161/circ.152.suppl_3.4361308","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reduces risk of major adverse cardiovascular events with tirzepatide; does not address weight loss, adverse events, or SURMOUNT trials.","Background: Individual participant data (IPD) from Phase 3 trials of tirzepatide offer a unique opportunity to evaluate its CV efficacy and identify response correlates. These insights may guide the clinical use of the drug while we await results from CVOTs, particularly in examining its CV effectiveness. Aim: In this IPD meta-analysis, we sought to assess the CV efficacy of tirzepatide and identify predictors of treatment response. Methods: We pooled individual-level data from 11 Phase 3 RCTs comparing tirzepatide with placebo, insulin, or GLP-1 RAs in participants with or without T2D to assess tirzepatide’s CV efficacy. In the intervention arm, participants who received tirzepatide 15 mg/week—the maximum tolerated dose—were included and compared against pooled comparators, in line with ongoing CVOTs. MACE was a composite of adjudicated ACS, CVA, HF hospitalization, and CV death. We used a mixed-effects Cox proportional hazards model to model MACE, with the intervention as a fixed effect and the trial as a random effect. Inverse probability weighting (IPW) was employed to account for study design differences across RCTs. To identify response correlates within the tirzepatide arm, we analyzed the hazard of MACE for those who showed improvement in cardiometabolic components vs. those who did not. Results: There were 3,360 individuals in the tirzepatide 15 mg/week and 4,028 in the comparator arms across trials, with a median age of 55 years [IQR, 46-63] and 52% women. Over a median follow-up of 56 weeks [44-76], 119 (1.6%) experienced MACE. Tirzepatide 15 mg/week significantly reduced the risk of MACE (HR, 0.67 [95% CI, 0.51-0.87]), with an IPW-weighted incidence of MACE of 1.1% in the tirzepatide and 1.7 % in the comparator arms. Tirzepatide’s CV efficacy was consistent across subgroups, with more pronounced MACE benefits among individuals with vs. without obesity (P&lt;0.001). In the tirzepatide arm, the hazard of MACE was up to 81% lower in participants who experienced improvements in weight, waist circumference (WC), diastolic blood pressure (DBP), and fasting blood glucose (FBG), among other cardiometabolic components, compared with those without such improvements. Conclusion: Tirzepatide 15 mg/week reduces the risk of MACE by 33% with consistent efficacy across subgroups. Weight loss and reductions in WC, DBP, and FBG during tirzepatide therapy suggest potential long-term benefits for MACE, highlighting their role in personalized treatment recommendations. ","","",""
"Novel Dual Incretin Receptor Agonists in the Spectrum of Metabolic Diseases with a Focus on Tirzepatide: Real Game-Changers or Great Expectations? A Narrative Review","https://scispace.com/paper/novel-dual-incretin-receptor-agonists-in-the-spectrum-of-2h0l1s7g","2023","Journal Article","Advances in Cardiovascular Diseases","Alexandros-Leonidas D Liarakos
Chrysi Koliaki","10.3390/biomedicines11071875","https://scispace.com/pdf/novel-dual-incretin-receptor-agonists-in-the-spectrum-of-2h0l1s7g.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses tirzepatide to achieve significant weight loss in T2D and obese patients; does not address cardiovascular outcomes, adverse events, or SURMOUNT trials.","The prevalence of metabolic diseases including type 2 diabetes (T2D), obesity and non-alcoholic fatty liver disease (NAFLD) increases globally. This highlights an unmet need for identifying optimal therapies for the management of these conditions. Tirzepatide is a novel dual incretin receptor agonist (twincretin) that activates both glucagon-like peptide-1 (GLP-1) and glucose-dependent insulinotropic polypeptide (GIP) receptors. The aim of this narrative review was to examine the impact of novel twincretins, focusing on tirzepatide, on the management of a wide spectrum of metabolic diseases. Data from preclinical and clinical trials have shown that twincretins significantly reduce blood glucose levels in T2D, and tirzepatide is the first agent of this class that has been approved for the management of T2D. Additionally, the beneficial impact of tirzepatide on weight reduction has been corroborated in several studies, showing that this agent can achieve substantial and sustained weight loss in obese patients with or without T2D. Data also suggest that tirzepatide could be a promising drug for hepatic steatosis reduction in individuals with NAFLD. The remarkable effects of tirzepatide on glycaemic control, weight loss and liver-related outcomes have posed new research questions that are likely to lead to further advancements in the treatment of T2D, obesity and related metabolic disorders.","","",""
"Report from the CVOT Summit 2021: new cardiovascular, renal, and glycemic outcomes","https://scispace.com/paper/report-from-the-cvot-summit-2021-new-cardiovascular-renal-2vqprjrg","2022","Journal Article","Cardiovascular Diabetology","Oliver Schnell
Tadej Battelino
Richard M. Bergenstal
Matthias Blüher
Michael Böhm
Frank C. Brosius
Richard D. Carr
Antonio Ceriello
Thomas Forst
Francesco Giorgino
Bruno Guerci
Hiddo J.L. Heerspink
B Itzhak
Li Jin
Mikhail Kosiborod
Nebojsa Lalic
Michael Lehrke
Nikolaus Marx
Michael A. Nauck
Helena W. Rodbard
Giuseppe M.C. Rosano
Peter Rossing
Lars Rydén
Francesca Santilli
P.-M. Schumm-Draeger
Per Olav Vandvik
Tina Vilsbøll
Christoph Wanner
Carol Wysham
Eberhard Standl","10.1186/s12933-022-01481-0","https://scispace.com/pdf/report-from-the-cvot-summit-2021-new-cardiovascular-renal-2vqprjrg.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses tirzepatide in SURPASS trials, reporting weight‑loss outcomes; does not address cardiovascular outcomes, adverse events, or SURMOUNT trials.","The 7th Cardiovascular Outcome Trial (CVOT) Summit on Cardiovascular, Renal, and Glycemic Outcomes, was held virtually on November 18-19, 2021. Pursuing the tradition of the previous summits, this reference congress served as a platform for in-depth discussion and exchange on recently completed CVOTs. This year's focus was placed on the outcomes of EMPEROR-Preserved, FIGARO-DKD, AMPLITUDE-O, SURPASS 1-5, and STEP 1-5. Trial implications for diabetes and obesity management and the impact on new treatment algorithms were highlighted for endocrinologists, diabetologists, cardiologists, nephrologists, and general practitioners. Discussions evolved from outcome trials using SGLT2 inhibitors as therapy for heart failure, to CVOTs with nonsteroidal mineralocorticoid receptor antagonists and GLP-1 receptor agonists. Furthermore, trials for glycemic and overweight/obesity management, challenges in diabetes management in COVID-19, and novel guidelines and treatment strategies were discussed.Trial registration The 8th Cardiovascular Outcome Trial Summit will be held virtually on November 10-11, 2022 ( http://www.cvot.org ). ","","",""
"Incretin and Pancreatic β-Cell Function in Patients with Type 2 Diabetes","https://scispace.com/paper/incretin-and-pancreatic-b-cell-function-in-patients-with-1pp4huyw","2023","Journal Article","Endocrinology and Metabolism","","10.3803/enm.2023.103","https://scispace.com/pdf/incretin-and-pancreatic-b-cell-function-in-patients-with-1pp4huyw.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses tirzepatide data from SURPASS trials to describe weight loss effects, but does not address cardiovascular outcomes, adverse events, or SURMOUNT studies.","To maintain normal glucose homeostasis after a meal, it is essential to secrete an adequate amount of insulin from pancreatic β-cells. However, if pancreatic β-cells solely depended on the blood glucose level for insulin secretion, a surge in blood glucose levels would be inevitable after the ingestion of a large amount of carbohydrates. To avoid a deluge of glucose in the bloodstream after a large carbohydrate- rich meal, enteroendocrine cells detect the amount of nutrient absorption from the gut lumen and secrete incretin hormones at scale. Since insulin secretion in response to incretin hormones occurs only in a hyperglycemic milieu, pancreatic β-cells can secrete a ""Goldilocks"" amount of insulin (i.e., not too much and not too little) to keep the blood glucose level in the normal range. In this regard, pancreatic β-cell sensitivity to glucose and incretin hormones is crucial for maintaining normal glucose homeostasis. In this Namgok lecture 2022, we review the effects of current anti-diabetic medications on pancreatic β-cell sensitivity to glucose and incretin hormones. ","","",""
"Cardiovascular outcomes of semaglutide and tirzepatide for patients with type 2 diabetes in clinical practice","https://scispace.com/paper/cardiovascular-outcomes-of-semaglutide-and-tirzepatide-for-jqka20iigv0f","2025","Journal Article","Nature Medicine","Nils Krüger
Sebastian Schneeweiss
Rishi J. Desai
Sushama Kattinakere-Sreedhara
Kenshiro Fuse
Georg Hahn
Heribert Schunkert
Shirley V. Wang","10.1038/s41591-025-04102-x","https://www.nature.com/articles/s41591-025-04102-x_reference.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares tirzepatide and semaglutide cardiovascular outcomes in real‑world cohorts; does not address weight loss, adverse events, or SURMOUNT trials.","Abstract Cardiovascular outcome trials of the incretin-based medicines tirzepatide and semaglutide have shown benefits in populations with varying levels of cardiovascular risk. However, without direct head-to-head comparisons, treatment decisions rely on indirect evidence from heterogeneous trial populations, leaving optimal treatment choices uncertain. We therefore conducted five cohort studies to assess the effectiveness of tirzepatide and semaglutide in patients with elevated cardiovascular risk, including obesity and type 2 diabetes, enrolled in insurance programs in United States between 2018 and 2025. First, we emulated two cardiovascular outcome trials, SUSTAIN-6 (semaglutide versus sitagliptin as placebo proxy) and SURPASS-CVOT (tirzepatide versus dulaglutide), to benchmark and critically evaluate our design, data, and analytic framework. Second, we assessed each drug in expanded populations reflective of patients routinely seen in clinical practice. Third, we directly compared tirzepatide versus semaglutide. Baseline confounders were balanced using propensity score matching. For the primary composite end point of myocardial infarction, stroke, or all-cause mortality, benchmarking identified high agreement between the reference trials and their emulations for all individual end points except for all-cause mortality in SUSTAIN-6, informing subsequent analyses. In expanded populations, comparing semaglutide versus sitagliptin for the composite outcome of myocardial infarction or stroke yielded a hazard ratio of 0.82 (95% CI, 0.74 to 0.91), and comparing tirzepatide versus dulaglutide for the composite outcome including mortality yielded a hazard ratio of 0.87 (0.75 to 1.01). In the head-to-head comparison of tirzepatide versus semaglutide, the hazard ratio was 1.06 (0.95 to 1.18). These findings support a comparable cardiovascular benefit of tirzepatide and semaglutide in clinical practice and demonstrate how rigorously designed real-world evidence can complement randomized clinical trials. ","","",""
"Evidence that tirzepatide protects against diabetes-related cardiac damages","https://scispace.com/paper/evidence-that-tirzepatide-protects-against-diabetes-related-9r8hdpukww","2024","Journal Article","Cardiovascular Diabetology","Fatemeh Taktaz
Lucia Scisciola
Rosaria Anna Fontanella
Ada Pesapane
Puja Ghosh
Martina Franzese
Giovanni Tortorella
Armando Puocci
Eduardo Sommella
Giuseppe Signoriello
Fabiola Olivieri
Michelangela Barbieri
Giuseppe Paolisso","10.1186/s12933-024-02203-4","https://scispace.compdf/evidence-that-tirzepatide-protects-against-diabetes-related-9r8hdpukww.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Shows tirzepatide reduces MACE risk and protects cardiac cells from high‑glucose damage, but provides no discussion of weight loss, adverse events, or SURMOUNT trials.","Abstract Background Glucagon-like peptide-1 receptor agonists (GLP-1RAs) are effective antidiabetic drugs with potential cardiovascular benefits. Despite their well-established role in reducing the risk of major adverse cardiovascular events (MACE), their impact on heart failure (HF) remains unclear. Therefore, our study examined the cardioprotective effects of tirzepatide (TZT), a novel glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like peptide 1 (GLP-1) receptor agonist. Methods A three-steps approach was designed: (i) Meta-analysis investigation with the primary objective of assessing major adverse cardiovascular events (MACE) occurrence from major randomized clinical trials.; (ii) TZT effects on a human cardiac AC16 cell line exposed to normal (5 mM) and high (33 mM) glucose concentrations for 7 days. The gene expression and protein levels of primary markers related to cardiac fibrosis, hypertrophy, and calcium modulation were evaluated. (iii) In silico data from bioinformatic analyses for generating an interaction map that delineates the potential mechanism of action of TZT. Results Meta-analysis showed a reduced risk for MACE events by TZT therapy (HR was 0.59 (95% CI 0.40–0.79, Heterogeneity: r 2 = 0.01, I 2 = 23.45%, H 2 = 1.31). In the human AC16 cardiac cell line treatment with 100 nM TZT contrasted high glucose (HG) levels increase in the expression of markers associated with fibrosis, hypertrophy, and cell death (p &lt; 0.05 for all investigated markers). Bioinformatics analysis confirmed the interaction between the analyzed markers and the associated pathways found in AC16 cells by which TZT affects apoptosis, fibrosis, and contractility, thus reducing the risk of heart failure. Conclusion Our findings indicate that TZT has beneficial effects on cardiac cells by positively modulating cardiomyocyte death, fibrosis, and hypertrophy in the presence of high glucose concentrations. This suggests that TZT may reduce the risk of diabetes-related cardiac damage, highlighting its potential as a therapeutic option for heart failure management clinical trials. Our study strongly supports the rationale behind the clinical trials currently underway, the results of which will be further investigated to gain insights into the cardiovascular safety and efficacy of TZT. Graphical Abstract ","","",""
"Tirzepatide cardiovascular event risk assessment: a pre-specified meta-analysis","https://scispace.com/paper/tirzepatide-cardiovascular-event-risk-assessment-a-pre-k52wg0yk","2022","Journal Article","Nature Medicine","Naveed Sattar
Darren K. McGuire
Imre Pavo
Govinda Weerakkody
Hiroshi Nishiyama
R. Wiese
Sophia Zoungas","10.1038/s41591-022-01707-4","https://scispace.com/pdf/tirzepatide-cardiovascular-event-risk-assessment-a-pre-k52wg0yk.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes tirzepatide's cardiovascular event risk via meta-analysis of SURPASS trials, but does not address weight loss, adverse events, or SURMOUNT studies.","Tirzepatide is a novel, once weekly, dual GIP/GLP-1 receptor agonist and is under development for the treatment of type 2 diabetes (T2D) and obesity. Its association with cardiovascular outcomes requires evaluation. This pre-specified cardiovascular meta-analysis included all seven randomized controlled trials with a duration of at least 26 weeks from the tirzepatide T2D clinical development program, SURPASS. The pre-specified primary objective of this meta-analysis was the comparison of the time to first occurrence of confirmed four-component major adverse cardiovascular events (MACE-4; cardiovascular death, myocardial infarction, stroke and hospitalized unstable angina) between pooled tirzepatide groups and control groups. A stratified Cox proportional hazards model, with treatment as a fixed effect and trial-level cardiovascular risk as the stratification factor, was used for the estimation of hazard ratios (HRs) and confidence intervals (CIs) comparing tirzepatide to control. Data from 4,887 participants treated with tirzepatide and 2,328 control participants were analyzed. Overall, 142 participants, 109 from the trial with high cardiovascular risk and 33 from the six trials with lower cardiovascular risk, had at least one MACE-4 event. The HRs comparing tirzepatide versus controls were 0.80 (95% CI, 0.57-1.11) for MACE-4; 0.90 (95% CI, 0.50-1.61) for cardiovascular death; and 0.80 (95% CI, 0.51-1.25) for all-cause death. No evidence of effect modifications was observed for any subgroups, although the evidence was stronger for participants with high cardiovascular risk. Tirzepatide did not increase the risk of major cardiovascular events in participants with T2D versus controls. ","","",""
