"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Key Findings on Adherence","Accuracy and Measurement Validity","Health Outcomes"
"Wearable Technologies for Chronic Disease Management: Innovations and Applications in Healthcare","https://scispace.com/paper/wearable-technologies-for-chronic-disease-management-ugjwaxpo8pgf","2025","Journal Article","","Soumik Chatterjee","10.61808/ijmhr25","https://ijmhr.com/index.php/ijmhr/article/download/25/54","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses wearable health devices for chronic disease management, focusing on accuracy and usability; mentions patient engagement but lacks explicit adherence or health outcome results.","Not available in metadata.","Not available in metadata.","The paper discusses wearable health devices for chronic disease management, focusing on accuracy and usability.","Not available in metadata."
"Wearable systems for monitoring mobility-related activities in chronic disease: a systematic review","https://scispace.com/paper/wearable-systems-for-monitoring-mobility-related-activities-3f2sd76lqa","2010","Journal Article","Sensors","Lara Allet
Ruud H. Knols
Kei Shirato
Eling D. de Bruin","10.3390/S101009026","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews wearable motion sensors for monitoring mobility in chronic disease, covering feasibility and adherence but lacks accuracy data and health outcome results.","The use of wearable motion sensing technology offers important advantages over conventional methods for obtaining measures of physical activity and/or physical functioning in individuals with chronic diseases. This review aims to identify the actual state of applying wearable systems for monitoring mobility-related activity in individuals with chronic disease conditions. In this review we focus on technologies and applications, feasibility and adherence aspects, and clinical relevance of wearable motion sensing technology. PubMed (Medline since 1990), PEdro, and reference lists of all relevant articles were searched. Two authors independently reviewed randomised trials systematically. The quality of selected articles was scored and study results were summarised and discussed. 163 abstracts were considered. After application of inclusion criteria and full text reading, 25 articles were taken into account in a full text review. Twelve of these papers evaluated walking with pedometers, seven used uniaxial accelerometers to assess physical activity, six used multiaxial accelerometers, and two papers used a combination approach of a pedometer and a multiaxial accelerometer for obtaining overall activity and energy expenditure measures. Seven studies mentioned feasibility and/or adherence aspects. The number of studies that use movement sensors for monitoring of activity patterns in chronic disease (postural transitions, time spent in certain positions or activities) is nonexistent on the RCT level of study design. Although feasible methods for monitoring human mobility are available, evidence-based clinical applications of these methods in individuals with chronic diseases are in need of further development.","- Seven studies mentioned feasibility and/or adherence aspects.","Not available in metadata.","Not available in metadata."
"Wearable and Implantable Devices in Chronic Disease Management: Addressing Emerging Challenges","https://scispace.com/paper/TK4Mr2eQHRYJ","","","","AR Khan
V Luckose
MF Kobir","","https://jmeditec.utm.my/index.php/jmeditec/article/download/68/55","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses wearable devices for chronic disease management and mentions data accuracy, but lacks explicit coverage of adherence or health outcome results.","Not available in metadata.","Not available in metadata.","*   Effectiveness of devices depends on data accuracy.","Not available in metadata."
"Wearable health technologies in chronic disease management: current applications, barriers, and future perspectives","https://scispace.com/paper/wearable-health-technologies-in-chronic-disease-management-dehj2s90tcwz","2025","Journal Article","International Journal of Innovative Technologies in Social Science","Mateusz Mierniczek
Maria Mierniczek
Aleksandra Mierniczek
Kinga Kaczmarska
Kinga Rosołowska
Jarosław Dudek","10.31435/ijitss.4(48).2025.4201","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews wearable health devices for chronic disease management, mentions medication adherence and data validation issues, but provides no specific health outcome data.","Wearable technologies are driving a paradigm shift in chronic disease management from clinics to patients 'everyday environments. Their applications are diverse: early arrhythmia detection in cardiology, optimal glycemic control in diabetology, remote monitoring in pulmonology, and opening new paradigms for objective assessment in neurology and medication adherence. This constant stream of data drives proactive, personalized & data-driven healthcare. 
Many of those advances are still limiting widespread clinical integration. Technical challenges regarding data validation and algorithmic transparency remain, alongside complex ethical questions about data privacy and the risk of algorithmic bias. Also, unresolved economic issues like reimbursement models threaten to increase health inequalities  The future of digital health will depend on integrating wearable data with artificial intelligence. It will unlock predictive analytics to forecast disease exacerbations and enable the development of reliable digital biomarkers within the vision of P4 medicine - predictive, preventive, personalized, and participatory. 
This narrative review critically summarizes the available data, identifies these ethical and practical obstacles, and suggests ways to safely, successfully, and fairly incorporate wearable technology into standard medical procedures.","*   Wearable health technologies are opening new paradigms for objective assessment in medication adherence.","*   Technical challenges regarding data validation remain.","Wearable health technologies aim to drive proactive, personalized & data-driven healthcare.
They can unlock predictive analytics to forecast disease exacerbations.
The vision is P4 medicine: predictive, preventive, personalized, and participatory."
"The influence of wearables on healthcare outcomes in chronic disease: a systematic review (Preprint)","https://scispace.com/paper/the-influence-of-wearables-on-healthcare-outcomes-in-chronic-2ft0e7ha","2022","Posted Content","","Graeme Mattison
Oliver J. Canfell
Douglas L Forrester
Chelsea Dobbins
Daniel Smith
Juha Töyräs
Clair Sullivan","10.2196/preprints.36690","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews wearables' impact on chronic disease outcomes, mapping results to Quadruple Aim; does not address adherence or accuracy of devices.","
 BACKGROUND
 Chronic disease contributes to high rates of disability and death. Patient engagement in chronic disease self-management is an essential component of chronic disease models of healthcare. Wearables provide patient-centred health data in real-time that can help inform self-management decision-making. Despite the perceived benefits of wearables to improve chronic disease self-management, their influence on healthcare outcomes remains poorly understood.
 
 
 OBJECTIVE
 To examine the influence of wearables on healthcare outcomes in people with chronic disease through systematic review of the literature
 
 
 METHODS
 A narrative systematic review was conducted by searching six databases for randomised and observational studies published between January 1st 2016 – July 1st 2021 that included the use of a wearable intervention in a chronic disease group to assess impact on a predefined outcome measure. These outcomes were defined as any influence on the patient or clinician experience, cost-effectiveness, or healthcare outcome as a result of the wearable intervention. Data from included studies were extracted from six key extraction themes, from which a narrative qualitative synthesis was performed. All outcomes were mapped against each component of the Quadruple Aim of Healthcare. The guidelines of the Preferred Reporting Items for Systematic Reviews and Meta-Analyses statement were followed.
 
 
 RESULTS
 A total of 31 articles were included. Studies reported a total of 2,512 participants with a mean age range of 10.1 to 74.4 years, in which the influence of 15 types of wearables on 19 chronic diseases were presented. The most studied chronic diseases were Type 2 diabetes (n = 4), Parkinson’s disease (n = 3) and chronic lower back pain (n = 3). Results were mixed when assessing the impact on a predefined primary outcome, with 16 studies finding a positive influence on the studied outcome and 15 demonstrating nil effect. There was a positive effect of 3D virtual reality systems on chronic pain in two studies evaluating two distinct chronic pain syndromes. Mixed results were observed in influencing exercise capacity, weight and biomarkers of disease such as HbA1c in diabetes. In total, 164 outcomes were studied. The majority (n = 147; 89.6%) addressed the “healthcare outcomes” component, which included pain (n = 11; 7.5%), quality of life (n = 7; 4.8%) and physical function (n = 5; 3.4%). Thirteen (7.9%) outcome measures represented the “patient experience” component, with two (1.2%) addressing the “clinician experience” and “cost” respectively.
 
 
 CONCLUSIONS
 Given their popularity and capabilities, wearables may play an integral role in chronic disease management. However, further research is required to generate a strong evidence base behind their safe, effective implementation.
 
 
 CLINICALTRIAL
 The protocol for this review was registered in the International Prospective Register for Systematic Reviews (PROSPERO) on April 22nd 2021 - CRD42021244562.
","Not available in metadata.","Not available in metadata.","*   The majority of studied outcomes (n = 147; 89.6%) addressed the ""healthcare outcomes"" component.
*   Specific healthcare outcomes included pain (n = 11; 7.5%), quality of life (n = 7; 4.8%), and physical function (n = 5; 3.4%).
*   Results on predefined primary outcomes were mixed, with 16 studies showing a positive influence and 15 demonstrating nil effect.
*   A positive effect of 3D virtual reality systems on chronic pain was observed in two studies.
*   Mixed results were found for influencing exercise capacity, weight, and biomarkers of disease like HbA1c in diabetes."
"Use of Wearable Device among Adults in the US with Self-reported Diabetes Mellitus: An Analysis of the 2019 Health Information National Trends Survey","https://scispace.com/paper/use-of-wearable-device-among-adults-in-the-us-with-self-15yfc6d7p0","2020","Journal Article","","Victor Kekere
Henry K. Onyeaka
Olubunmi Fatoki
Kudirat Olatunde
Somto Enemuo
Chidi Asuzu
Onoriode Kesiena","10.12691/JPAR-5-2-2","https://scispace.com/pdf/use-of-wearable-device-among-adults-in-the-us-with-self-15yfc6d7p0.pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes wearable device use among US adults with diabetes, reporting prevalence and daily usage rates, but provides no data on device accuracy or health outcome effects.","Objective: To evaluate the prevalence, patterns, and sociodemographic predictors of wearable device use among individuals with self-reported diabetes mellitus. Methods: Data for our analysis was drawn from cycle 3 (2019) of the 5th edition of the Health Information National Trends Survey (HINTS 5). Descriptive statistics were used to evaluate the demographic characteristics, prevalence, and frequency of wearable device use among individuals with diabetes mellitus. Multivariable logistic regression was used to identify the sociodemographic predictors of wearable device use. Results: We identified 1149 individuals who self-reported diabetes mellitus. Of these, 51.2% were females, 59.3% were white, and 51.6% had less than a college education. The prevalence of wearable device use was 20%. Further, a sizable proportion (86.1%) of the wearable device users were willing to share information from their wearable devices with their healthcare provider, and almost half of them (43.4%) reported daily use of these devices in the past 1-month. Significant sociodemographic predictors of wearable device use include age, income, and level of education. Conclusion: Our results highlight the feasibility and acceptability of using wearable devices to deliver evidence-based health care to individuals with diabetes. Future interventions should consider the scalability of these tools and how to reach those subgroups of individuals with diabetes mellitus to whom current technologies may be unavailable.","*   Medication nonadherence is prevalent among patients with Diabetes Mellitus (DM) and is linked to adverse outcomes.
*   New interventions are needed to move beyond known barriers and help improve adherence.
*   Individuals with DM have a low rate of compliance with lifestyle interventions.","*   The study notes an intrinsic reporting bias and recall bias because the data were self-reported.
*   Diabetes mellitus status was self-reported and not confirmed through a clinical diagnosis.
*   The study did not highlight specific uses of the device, type of device used, or how it influenced the participant's condition.","*   Wearable devices have potential to enable better self-management and lead to improved wellbeing.
*   These devices are beneficial for individuals with diabetes.
*   Wearable device use has been shown to promote increased physical activity and help manage weight, which reduces diabetes and cardiovascular disease.
*   Higher step count was associated with greater weight loss.
*   Wearable devices may be a potentially effective strategy for motivating and supporting weight loss in patients with diabetes mellitus."
"Wearable Technology in the Management of Chronic Diseases: A Growing Concern","https://scispace.com/paper/wearable-technology-in-the-management-of-chronic-diseases-a-oq0b7n9ia065","2024","Journal Article","Chronic Diseases and Translational Medicine","Victor Abiola Adepoju
Safayet Jamil
Mohammad Shahangir Biswas
ABM Alauddin Chowdhury","10.1002/cdt3.156","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses wearables for chronic disease management, notes accuracy challenges and potential outcome benefits, but does not address patient adherence.","Wearable technology in the management of chronic diseases has emerged as a significant and growing concern in healthcare. These technologies, including smartwatches, fitness trackers, and other sensor‐based devices, offer continuous monitoring and real‐time data collection for individuals with chronic conditions. The data collected can include vital signs, activity levels, sleep patterns, and more, providing valuable insights into a patient's health. This trend is particularly relevant in the context of chronic diseases, such as diabetes, cardiovascular conditions, and respiratory disorders, where continuous monitoring is crucial for effective management. Wearable devices empower patients to actively participate in their healthcare by facilitating self‐monitoring and promoting healthy behaviors. Healthcare providers can also leverage the data generated by these devices to make informed decisions, personalize treatment plans, and intervene proactively. However, challenges exist, such as data security and privacy concerns, the accuracy of the collected information, and the need for effective integration into existing healthcare systems. Despite these challenges, the increasing adoption of wearable technology in chronic disease management reflects a promising avenue for improving patient outcomes and reducing healthcare costs through preventive and personalized care.","Not available in metadata.","- Challenges exist regarding the accuracy of the collected information from wearable devices.","- Improving patient outcomes
- Reducing healthcare costs through preventive and personalized care"
"AI-Powered Wearables for Continuous Patient Monitoring: Improving Chronic Disease Management and Preventive Care","https://scispace.com/paper/ai-powered-wearables-for-continuous-patient-monitoring-558m3ls7tc26","2024","Journal Article","International Scientific Journal of Engineering and Management","Manoj Kumar","10.55041/isjem0234","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses AI-powered wearables for chronic disease monitoring and claims reduced readmissions and better outcomes, but provides no details on patient adherence or device accuracy.","AI-powered wearables, including smartwatches and fitness trackers, are now revolutionizing patient care with the ability to monitor patients' vital signs continuously in real-time. Such wearables monitor all important parameters of a patient, including heart rate, blood pressure, glucose level, and physical activity, thereby providing health professionals with invaluable insights into the condition of a patient. This continuous data allows for early detection of abnormalities, personalized treatment, and adjustments, hence better management of disease in patients suffering from chronic diseases like diabetes, hypertension, and cardiovascular disorders. AI algorithms scan this data in pursuit of foreseeing possible health risks to avoid acute medical events such as heart attacks or diabetic crises. Thus, AI-driven wearables would empower patients in the active management of their health condition, reduce hospital readmissions, and generally improve patient outcomes. This article describes the applications, benefits, and challenges of AI-integrated wearable systems for healthcare, focusing on chronic disease management and prevention of health strategies. Keywords: Wearables using Artificial Intelligence, Continuous Patient Monitoring, Chronic Disease Management, Diabetes, Heart Disease, Preventive Care, Smart Watches, Fitness Trackers, Vital Signs, Analytics of Health Data, Real-time Monitoring, Machine Learning, Personalized Treatment, Predictive Analytics. ","Not available in metadata.","Not available in metadata.","*   Improving patient outcomes
*   Reducing hospital readmissions"
"Internet of Things Wearable Devices to Support Chronic Disease Self-Management: A Rapid Scoping Review (Preprint)","https://scispace.com/paper/internet-of-things-wearable-devices-to-support-chronic-47nxax8vcw","2023","Preprint","","Marie‐Pierre Gagnon
Steven Ouellet
Eugène Attisso
Wilfried Supper
Samira Amil
Caroline Rhéaume
Jean‐Sébastien Paquette
Christian Chabot
Marie-Claude Laferrière
Maxime Sasseville","10.2196/preprints.55925","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews IoT wearables across chronic diseases, reporting statistically significant clinical and behavioral health outcomes; does not examine patient adherence or device accuracy.","<sec> <title>BACKGROUND</title> People living with chronic diseases can benefit from connected wearable devices – also known as Internet of Things – to be more empowered in their health condition management. Previous reviews have focused on specific chronic diseases and wearable devices, such as blood glucose monitoring. However, comprehensive reviews providing an overview of devices used and their effects on self-management of health across various chronic diseases within adult populations are lacking. </sec> <sec> <title>OBJECTIVE</title> To portray the types of wearable devices used, outcomes measured, chronic diseases targeted, and effects of wearable devices on chronic disease self-management among adult populations. </sec> <sec> <title>METHODS</title> We developed a search strategy in two databases to identify sources published between 2012-01-01 and 2022-06-30. We imported data in Covidence and pairs of reviewers independently screened titles and abstracts, applied the inclusion and exclusion criteria, and performed full-text screening. We resolved disagreements by consensus and discussion. One reviewer performed data extraction and quality assessment, and at least one senior researcher validated them. </sec> <sec> <title>RESULTS</title> From an initial 4540 imported sources, we synthetized narratively data from 79 included studies. We structured results in nine chronic diseases clusters: (1) diabetes, (2) heart failure, (3) other cardiovascular conditions, (4) hypertension, (5) multimorbidity and other combination of chronic conditions, (6) chronic obstructive pulmonary disease, (7) chronic pain, (8) musculoskeletal conditions, and (9) asthma. Most studies targeted diabetes in 22.8% (18/79) of studies and wearable activity trackers were the most used in 53.2% (42/79) of studies. Interventions involving connected wearable devices demonstrated statistically significant positive effects on thirty-seven clinical, twenty-eight behavioral, three patient technology experience, nine holistic/biopsychosocial, and seven health system utilization outcomes. </sec> <sec> <title>CONCLUSIONS</title> This review presents evidence indicating that connected wearable devices could support the self-management of chronic conditions. This review also identifies research gaps and future avenues of investigation. </sec> <sec> <title>CLINICALTRIAL</title> OSF Registries s4wfm; https://osf.io/s4wfm </sec> ","Not available in metadata.","Not available in metadata.","*   Statistically significant positive effects on thirty-seven clinical outcomes.
*   Statistically significant positive effects on twenty-eight behavioral outcomes.
*   Statistically significant positive effects on three patient technology experience outcomes.
*   Statistically significant positive effects on nine holistic/biopsychosocial outcomes.
*   Statistically significant positive effects on seven health system utilization outcomes."
"Adopting Wearable Health Technologies for Comprehensive Chronic Disease and Preventive Care Management","https://scispace.com/paper/vk_Z9bFbTU8J","","","","T Suhartini
E Sonjati
IA Montolalu","","http://thejoas.com/index.php/thejoas/article/download/132/175","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses wearable biosensors for cardiovascular disease and mentions patient compliance, but provides no explicit analysis of device accuracy or health outcome impacts.","Not available in metadata.","*   Mentions patient compliance.
*   Discusses wearable biosensors in cardiovascular disease.","Not available in metadata.","Not available in metadata."
"Patient Use of Cardiovascular Devices and Apps: Are We Getting Our Money's Worth?","https://scispace.com/paper/patient-use-of-cardiovascular-devices-and-apps-are-we-pkq8wjyvnx","2020","Journal Article","Methodist DeBakey cardiovascular journal","Kimberly Aguillard
Arthur Garson","10.14797/MDCJ-16-4-291","https://scispace.com/pdf/patient-use-of-cardiovascular-devices-and-apps-are-we-pkq8wjyvnx.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses wearable devices for cardiovascular/diabetes management, noting limited evidence and modest outcome improvements; lacks coverage of adherence and accuracy.","The evolution of technology makes it likely that a large number of people will invest in and use health-related mobile applications and wearable devices. Yet the question remains: Do these technology-based interventions modify health behavior and improve health…and are we getting our money's worth? The vast majority of studies concerning health-related apps and wearable devices have small sample sizes and short time spans of 6 months or less, so it is not clear if these durations were determined by lack of consistent use over time. Furthermore, many of the most popular applications have not been subjected to randomized trials. Overall, the small demonstrated improvements in outcomes are often associated with professional involvement from clinicians, coaches, or diabetes educators provided in conjunction with use of mobile health (mHealth) platforms. This paper explores the use of mHealth technologies that address cardiovascular disease/prevention (eg, diabetes, diet, physical activity, and associated weight loss) and discusses the lack of adequate evidence to support even minimal patient investment in mobile applications or wearable devices at this time.","*   Many studies on health-related apps and wearable devices have short time spans, making it unclear if durations were determined by lack of consistent use over time.
*   More than half of the sample in a meta-analysis abandoned diet tracking by the tenth week, even with mobile features designed to make it more convenient.
*   Mobile apps for diet tracking often lead to gradual disengagement and poor adherence.
*   In one study, participants in the wristband group only wore the wristband a median of 31% of the time, with nearly one in five never wearing it at all.
*   Long-term adherence to physical activity wearables and apps is still unstudied, as most relevant analyses had durations between 1 to 4 months.","*   Wearables can provide accurate step counts, but steps alone do not sufficiently meet physical activity guidelines.
*   Wearable devices measure heart rate accurately (below a 5% threshold for cycling and 10% for walking) but come up short in assessing physical activity intensity with precision and consistency.
*   No devices reported energy expenditures within an acceptable error range, far surpassing a 10% margin of error for cycling and walking activities.
*   The Apple Watch performed best overall, while the Samsung Gear S2 had the least favorable error profile among popular wrist-worn devices.
*   The accuracy of data from mHealth technologies remains an important question, and incorporating data trends into clinical practice is still not advisable.","*   Mobile apps and wearable devices for diabetes self-management show ""very modest short-term improvements"" in health outcomes.
*   Clinicians noted apps helped patients with diet tracking, recording physical activity, losing weight, monitoring blood glucose, and making healthier food choices.
*   One study found a mean reduction in HbA1c of 0.24% with HCP feedback, increasing to 1.12% with high HCP feedback.
*   Meta-analysis showed mobile applications yielded evidence for weight loss (mean difference -0.84 kg) and decreased waist circumference (-1.35 cm).
*   No significant effect on blood sugar, blood pressure, blood lipids, or cholesterol was found in studies lasting longer than 6 months for diet tracking apps.
*   Using wearables and smartphone applications led to a 34% increase in daily step count (from 4,050 to 5,463) and increased moderate vigorous physical activity minutes per week (36.31 min/wk).
*   A meta-analysis on wearable devices found a moderate and significant effect size on body weight and waist circumference, and a large and significant effect on body mass index.
*   One study showed that the wristband group lost less weight (3.5 kg) compared to the control group (5.9 kg) at 24 months."
"Updating the Model: The Case for Independent Pharmacy to Embrace Digital Health","https://scispace.com/paper/updating-the-model-the-case-for-independent-pharmacy-to-lt3pcof2kl","2019","Journal Article","Innovations in pharmacy","W Kyle Cornell
Kevin A. Clauson
Jeff Cain","10.24926/IIP.V10I1.1645","https://scispace.com/pdf/updating-the-model-the-case-for-independent-pharmacy-to-lt3pcof2kl.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Cites wearable trackers improving health behaviors, BMI, blood pressure and notes high measurement accuracy; mentions adherence rates and medication adherence improvements, but discussion is brief and secondary to broader digital health commentary.","Objectives: To advocate for independent pharmacy to embrace digital health as a means to improve patient outcomes and compete more strongly in an increasingly competitive business environment.
Summary: Independent pharmacies are positioned to be at the forefront of adopting digital health tools for a variety of reasons.  They often can make changes to their business model faster than a major retail chain, are often in rural locations where few other providers are located, and are already starting to offer the types of clinical services that can be greatly aided by digital health. This commentary presents the case for a change in the current model of pharmacy practice to one which embraces digital health. The role of the pharmacist would grow beyond exclusively medication management to incorporate tools such as wearable health trackers and mobile phone applications. By utilizing digital health, the pharmacist can obtain a greater amount of patient health data via an asynchronous electronic uploading process, and then use that data to further improve their ability to offer clinical services.
Conclusion: Digital health is a powerful tool that should be embraced by independent pharmacy. By leveraging digital health, pharmacies can improve both accessibility and quality of care, thus providing a competitive advantage in the retail marketplace.
 
Article Type: Commentary","*   A study published in June 2018 showed significant improvement in medication adherence with a digital health intervention.
*   Wearable activity trackers, when combined with behavioral change techniques, can improve medication adherence.
*   Speier et al. found adherence rates of 90% for wearable trackers if patients are asked to use just one device with high utility.
*   Digital health interventions improved adherence to treatment for diabetes and increased adherence with medication taking among memory-impaired patients with HIV.","*   Mainstream wearables are highly accurate in measuring heart rate, sleep duration, number of steps, distance traveled, and energy consumption.
*   Digital health tools can accurately monitor patient vitals.
*   Advances in technology are likely to continue making these tools more accurate and reliable.","*   **Asthma:** Improvements in cough and nighttime symptoms, decreased daily doses of medication, improved pulmonary function and health-related quality of life, and decreased unscheduled visits to emergency departments and hospitalizations.
*   **Cardiac Rehabilitation:** Improved exercise capacity (increased distance during a 6-minute walk test) and increased likelihood to achieve goals for blood pressure and body mass index (BMI).
*   **Congestive Heart Failure:** Fewer symptom complaints and relative risk reduction of death or hospitalization.
*   **Chronic Lung Diseases:** Improved cough symptoms and sleep quality, and increased walking distance during exercise.
*   **Diabetes:** Improved HbA1c, low-density lipoprotein (LDL) cholesterol, microalbuminuria, reduced fasting plasma glucose and 2-hour postprandial glucose, and increased adherence to treatment.
*   **HIV Management:** Reduced viral load and increased adherence with medication taking among memory-impaired patients.
*   **Hypertension:** Mixed results regarding improvement in blood pressure.
*   **Overweight and Obese Adults (BMI: 25-39.9):** Short-term weight loss, improvement in percent of body fat lost, and unchanged BMI and blood pressure.
*   **Smoking Cessation:** Increased abstinence rates at 26 weeks and increased rate of biochemically verified smoking cessation at 6 months."
"The Pulse of Progress: Smart Wearables and the Evolution of Cardiovascular Monitoring Technologies","https://scispace.com/paper/the-pulse-of-progress-smart-wearables-and-the-evolution-of-1wjy0v4i1n","2024","Journal Article","Deleted Journal","Fatemeh Kazerani","10.55529/ijrise.44.30.36","https://scispace.compdf/the-pulse-of-progress-smart-wearables-and-the-evolution-of-1wjy0v4i1n.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews wearable devices for cardiovascular disease management, noting potential health benefits, but provides no adherence data or accuracy assessment and only general outcome claims.","This paper explores the transformative role of smart wearables in the evolution of cardiovascular monitoring technologies. With cardiovascular diseases (CVDs) as the leading cause of mortality globally, there's a critical need for continuous, real-time health monitoring outside traditional clinical settings. Smart wearables, ranging from fitness trackers to specialized health-monitoring devices, have emerged as pivotal tools in this regard. They offer personalized, preventive, and real-time management of health, leveraging advancements in technology to provide a continuous stream of health data previously inaccessible. This systematic review draws upon recent studies to examine the effectiveness of wearable technologies in detecting, predicting, and managing CVDs. ","Not addressed in this paper.","*   Smart wearables have demonstrated a high level of accuracy in detecting, predicting, and treating cardiovascular diseases (CVDs).
*   Moshawrab (2023) underscores their precision in identifying CVD markers.
*   Technological advancements in sensor accuracy are foundational to wearable efficacy.
*   Ensuring the accuracy and reliability of wearables is a crucial challenge that needs attention.","*   Smart wearables can enhance patient quality of life and manage healthcare costs by minimizing clinical visits.
*   They enable early detection of potential issues, facilitate personalized care, and encourage proactive health management, leading to improved healthcare outcomes.
*   Wearable devices redefine patient assessment through continuous, real-time health monitoring, leading to early identification of cardiac issues, enhanced management of cardiac conditions, and elevated patient health outcomes.
*   Wearable technology can significantly improve the quality of life for elderly individuals by reducing healthcare costs associated with hospitalizations and long-term care.
*   Smart wearables have the potential to revolutionize the management of chronic conditions and promote proactive healthcare practices, leading to better outcomes and a higher standard of care for patients."
"Effectiveness of Wearable Sensors in Managing Chronic Diseases: A Review","https://scispace.com/paper/effectiveness-of-wearable-sensors-in-managing-chronic-ytmhmnyiud72","2025","Journal Article","","Afsheen Sabir
Saima Gul","10.20944/preprints202504.2283.v1","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews wearable sensors for chronic disease management, detailing types and applications, but lacks discussion on adherence, accuracy, and provides only vague health outcome mentions.","Wearable sensors have emerged as pivotal tools in the management of chronic diseases, including cardiovascular diseases, Parkinson’s disease, diabetes, chronic obstructive pulmonary disease (COPD), and arthritis. We aim to investigate the contribution of wearable sensors in managing chronic diseases and remote patient monitoring by evaluating the existing literature which involves types, applications, and impacts of wearable sensors on chronic disease management and treatment planning. This review systematically evaluates the existing literature published in reputable conferences and journals from 2015 to 2024. The databases used for this literature review include Google Scholar, Sci-Hub, and IEEE Xplore. The analysis categorizes the literature based on the types of wearable sensors, their applications, and their impacts on the management of chronic diseases. The findings indicate that wearable technology is particularly beneficial for chronic diseases that require continuous monitoring of health parameters. For example, diabetes management greatly benefits from real-time blood glucose monitoring, while cardiovascular diseases require ongoing heart rate monitoring. In contrast, the efficacy of wearable technology appears limited in addressing mental health conditions such as anxiety and depression. Wearable devices facilitate predic-tive analytics and treatment planning through real-time data monitoring. To enhance the effectiveness of wearable technology, future designs should prioritize user privacy and comfort alongside technical performance. This review advocates for future research aimed at improving the accuracy, privacy, and efficiency of wearable sensors through their integration with existing healthcare systems. ","Not available in metadata.","Not available in metadata.","*   Wearable technology is particularly beneficial for chronic diseases requiring continuous monitoring of health parameters.
*   Diabetes management greatly benefits from real-time blood glucose monitoring.
*   Cardiovascular diseases require ongoing heart rate monitoring.
*   The efficacy of wearable technology appears limited in addressing mental health conditions such as anxiety and depression.
*   Wearable devices facilitate predictive analytics and treatment planning through real-time data monitoring."
"Wearable technology and its potential role in cardiovascular health monitoring and disease management","https://scispace.com/paper/jjBkZEstLdcJ","","","","A Nazir
A Nazir
MSW Jamal
S Aman","","https://onlinelibrary.wiley.com/doi/pdf/10.1002/hsr2.71486","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses wearable tech for cardiovascular disease management but provides no adherence data, limited accuracy discussion, and no health outcome results.","Not available in metadata.","Not available in metadata.","*   Questions remain about the accuracy and reliability of wearable technology.","Not available in metadata."
"CHRONIOUS: A wearable platform for monitoring and management of patients with chronic disease","https://scispace.com/paper/chronious-a-wearable-platform-for-monitoring-and-management-1dip6z33hi","2011","Proceedings Article","International Conference of the IEEE Engineering in Medicine and Biology Society","Christos Bellos
Athanassios Papadopoulos
Roberto Rosso
Dimitrios I. Fotiadis","10.1109/IEMBS.2011.6090225","http://139.91.210.27/CBML/PROCEEDINGS/2011_EMBC/PDFs/Papers/02271165.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a body‑network of sensors to monitor chronic disease patients, but provides no explicit discussion of patient adherence, health outcomes, and only vague mention of system accuracy.","The CHRONIOUS system has been developed based on an open architecture design that consists of a set of subsystems which interact in order to provide all the needed services to the chronic disease patients. An advanced multi-parametric expert system is being implemented that fuses information effectively from various sources using intelligent techniques. Data are collected by sensors of a body network controlling vital signals while additional tools record dietary habits and plans, drug intake, environmental and biochemical parameters and activity data. The CHRONIOUS platform provides guidelines and standards for the future generations of “chronic disease management systems” and facilitates sophisticated monitoring tools. In addition, an ontological information retrieval system is being delivered satisfying the necessities for up-to-date clinical information of Chronic Obstructive pulmonary disease (COPD) and Chronic Kidney Disease (CKD). Moreover, support tools are being embedded in the system, such as the Mental Tools for the monitoring of patient mental health status. The integrated platform provides real-time patient monitoring and supervision, both indoors and outdoors and represents a generic platform for the management of various chronic diseases.","Not available in metadata.","Not available in metadata.","Not available in metadata."
