"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A Comparative Study of Convolutional Layer Depths and Activation Functions in the Detection and Classification of Diabetic Retinopathy","https://scispace.com/paper/a-comparative-study-of-convolutional-layer-depths-and-xtr1xydyso5a","2025","Journal Article","","Saxon Vandenwollenberg
S. Chitte
Sudipta Modak
Esam Abdel-Raheem","10.1109/icm66518.2025.11321330","","Traditional diabetic retinopathy diagnosis is a timeconsuming approach and is limited by the availability of specialists. Deep learning systems are a solution to the constraints, as they can efficiently and accurately detect anomalies in large datasets of retinal images. This work presents a comparative study of convolutional neural networks trained from scratch compared to traditional pretrained models in the field of diabetic retinopathy classification. In this work, four mid-range models are presented that display how different combinations of convolutions, activation functions, and layer depths can be used to achieve high performance in diabetic retinopathy classification without large-scale pretraining. Furthermore, the test performances of these models are compared to several pretrained models in the field to investigate how different architectures affect the accuracy of binary classification. The models are trained and tested on open-source datasets such as Eyepacs, Aptos, Aptos (Gaussian Filtered), and Messidor DR. The highest test accuracy achieved is 87.60 % for the presence of diabetic retinopathy versus the absence of diabetic retinopathy and 88.38 % for the distinction between non-proliferative diabetic retinopathy and proliferative diabetic retinopathy. ","This study compares convolutional neural networks with varying depths and activation functions for diabetic retinopathy classification, achieving 87.60% and 88.38% accuracy on open-source datasets, outperforming several pretrained models."
"Enhanced Multiclass Diabetic Retinopathy Classification via Pretrained CNN Architectures and Optimized hyperparameters","https://scispace.com/paper/enhanced-multiclass-diabetic-retinopathy-classification-via-a262cbx3vkc0","2025","Journal Article","","Hima Deepthi Vankayalapati
Tasho Tashev","10.1109/biocas67066.2025.00040","","Diabetic Retinopathy (DR) is a very serious concern of diabetes which may lead to blindness without medications. Early diagnosis is crucial in effective treatment. But traditional methods are time consuming and subjective. Lack of large-scale datasets and efficient preprocessing are degrading the existing DR classification system. The objective of this work is to evaluate the performance of the pretrained Convolutional Neural Network models on small datasets of 3662 fundus images with 5 classes (No DR, mild, moderate, severe and proliferate DR). Pretrained CNN classifiers including VGG 16, ResNet 18, MobileNet V2, EfficientNet B0 and DenseNet 121 were tuned using transfer learning. Hyperparameter tuning was applied with different combinations of iteration with learning rate $1 \mathrm{e}-3$, $1 \mathrm{e}-4$, le-5 epochs 5, 10, 15, 20 with various batch sizes 16, 32 and 64. Contrast Limited Adaptive Histogram Equalization (CLAHE) and weighted random sampler were used before applying the pretrained models to overcome the class imbalance problem in the dataset and minimizes the bias and improved recall for minority classes. Performance was evaluated on the test dataset using the best EfficientNet B0 model (learning rate 1e-3, epochs 15 and batch size 32) and achieved accuracy of 0.91. Further, instead of using default parameters in CLAHE, evolutionary algorithms can be used to define the contextual region and clip limits. This approach has the potential to improve the efficiency and accuracy of the DR diagnosis in clinical settings. ","This study evaluates the performance of pretrained CNN models (VGG16, ResNet18, etc.) on a small DR dataset, achieving 0.91 accuracy with EfficientNet B0, and proposes an optimized approach using CLAHE and evolutionary algorithms for improved DR diagnosis."
"Ensembled Deep Convolutional Generative Adversarial Network for Grading Imbalanced Diabetic Retinopathy Recognition","https://scispace.com/paper/ensembled-deep-convolutional-generative-adversarial-network-44dxyh26kd","","Journal Article","IEEE Access","Huma Naz
Rahul Nijhawan
Neelu Jyothi Ahuja
Shaha Al-Otaibi
Tanzila Saba
Saeed Ali Omer Bahaj
Amjad ur Rehman","10.1109/access.2023.3327900","","Diabetic Retinopathy (DR) is one of the leading causes of blindness and vision loss worldwide. According to the International Diabetes Federation (IDF), approximately one-third of individuals with diabetes, equivalent to 32.2%, are affected by some form of DR. Due to the uneven data distribution, intra-class variance, and a dearth of ophthalmologists, DR diagnosis is considered challenging. In recent years, Convolutional Neural Networks (CNN) and supervised learning techniques have been potentially useful in computer vision applications. However, unsupervised CNN has received less attention. Moreover, it is more manageable to use synthetic images for model training with the recent advancements in graphics. Therefore, the proposed method combines the actual and augmented views using the Deep Convolutional Generative Adversarial Network (DCGAN) algorithm. The generated views are implemented to balance the minority class in the imbalanced dataset. Furthermore, a novel ensemble convolutional neural network algorithm named Different View Ensemble (DVE) that merges the weighted average prediction of CNN, CNN-i, and CNN+i algorithms has been proposed. The proposed algorithm is evaluated on the DDR and EyePACS datasets, and its performance is compared with K-Means, Fuzzy C-Means (FCM), and Autoencoder-based Deep Embedded Clustering Techniques (DEC). The results demonstrate the superiority of the proposed algorithm, achieving an accuracy rate of 97.4%, specificity of 99.6%, and sensitivity of 92.3%. The promising results underscore the potential impact of this methodology in enhancing the accuracy and reliability of automated diagnostic systems in the field of ophthalmology. Notably, the evaluation considers imbalanced data and a DCGAN-balanced dataset, where the proposed approach exhibits even better performance with balanced classes. ","A novel ensemble convolutional neural network algorithm named Different View Ensemble (DVE) that merges the weighted average prediction of CNN, CNN-i, and CNN+i algorithms has been proposed and the promising results underscore the potential impact of this methodology in enhancing the accuracy and reliability of automated diagnostic systems in the field of ophthalmology."
"Enhancing Diabetic Retinopathy Prediction Using Transformer-based Attention in Hybrid CNN Models","https://scispace.com/paper/enhancing-diabetic-retinopathy-prediction-using-transformer-6kad90sqxibb","2025","Journal Article","","Aditi Verma
Sanket Agrawal
Shreyans Jain
S Kanthimathi","10.21203/rs.3.rs-6552005/v1","https://scispace.compdf/enhancing-diabetic-retinopathy-prediction-using-transformer-6kad90sqxibb.pdf","<title>Abstract</title> Diabetic retinopathy (DR) is one of the major causes of blindness across the globe and hence its early and accurate detection is required to avoid drastic vision loss. In this study, we introduce a hybrid learning method that utilizes the combination of deep learning models with transformer-based attention mechanisms to make improved predictions for diabetic retinopathy. Our approach utilizes an ensemble of pre-trained models including InceptionV3, DenseNet121, VGG16, MobileNetV2, and ResNet50, which are individually renowned for their robust feature extraction ability. By incorporating self-attention and multi-head attention mechanisms with the hybrid models, we try to enhance feature representation and obtain increased classification accuracy. Our experimental findings indicate that such hybrid architectures are able to learn intricate retinal patterns and improve model performance compared to individual architectures. Surprisingly, the integration of ResNet50 and DenseNet121 with a transformer-based attention mechanism provided the most stable accuracy and robust results. This paper demonstrates the potential of hybrid deep learning models with the inclusion of attention mechanisms as a viable solution for enhanced diabetic retinopathy diagnosis. Our findings promote the advancement of sophisticated automatic medical image analysis techniques and improve clinical decision support systems for retinal disease detection. ","This study introduces a hybrid deep learning method combining pre-trained CNN models with transformer-based attention mechanisms to enhance diabetic retinopathy prediction, achieving improved accuracy and robust results through intricate retinal pattern learning."
"Performance Comparison of CNN and DNN Algorithms for Automation of Diabetic Retinopathy Disease","https://scispace.com/paper/performance-comparison-of-cnn-and-dnn-algorithms-for-1y3krf12g0","","Journal Article","E3S web of conferences","B. Sankara Babu
Bhavita Mandapati
Bhavana Mandapati
Harshith Nallapu
Prasenjeet Samanta
K. Maithil","10.1051/e3sconf/202343001075","","Automation of medical image analysis helps medical practitioners to ensure early detection of certain diseases. Diabetic Retinopathy (DR) is a widespread condition of diabetes mellitus and a main global cause of vision impairment. The manual diagnosis of diabetic retinopathy by ophthalmologists requires a significant amount of time, causing inconvenience and discomfort for patients. However, the use of automated technology makes it possible to quickly identify diabetic retinopathy, permitting the continuation of therapy without interruption and averting future ocular damage. This paper presents a comprehensive comparative analysis of six Convolutional Neural Networks and Deep Neural Networks based machine learning models, including simple CNN, VGG16, DenseNet121, ResNet50, InceptionV3, and EfficientNetB3, for the recognition of diabetic retinopathy using fundus photographs. The accuracy of various models is evaluated using the Cohen Kappa metric. The results of this study add a contribution to the research on the application of machine learning models for diagnosing diabetic retinopathy.","A comprehensive comparative analysis of six Convolutional Neural Networks and Deep Neural Networks based machine learning models, including simple CNN, VGG16, DenseNet121, ResNet50, InceptionV3, and EfficientNetB3, for the recognition of diabetic retinopathy using fundus photographs is presented."
"Enhancing Diabetic Retinopathy Diagnosis through Symlet WaveletIntegrated Convolutional Neural Networks","https://scispace.com/paper/enhancing-diabetic-retinopathy-diagnosis-through-symlet-1udnipw5zp8l","","Journal Article","","","10.18178/wcse.2024.06.001","",". This study evaluates the enhancement of Convolutional Neural Networks (CNNs) with Symlet wavelets for classifying fundus images in diabetic retinopathy research. Symlet wavelets (sym2 through sym8) significantly improved performance metrics over a traditional CNN. Notably, the sym6 model achieved 96% accuracy and 99% precision and recall. ROC analysis revealed substantial gains, with Class 1 attaining a perfect AUC of 1.00 using Symlet-6. This adaptation demonstrated better generalization and reduced overfitting, suggesting wavelet transformations as a robust method for improving diabetic retinopathy diagnosis through enhanced image classification.","This study integrates Symlet wavelets with Convolutional Neural Networks (CNNs) to enhance diabetic retinopathy diagnosis, achieving 96% accuracy and 99% precision/recall with Symlet-6, demonstrating improved generalization and reduced overfitting."
"Diabetic Retinopathy Severity Classification Using Data Fusion and Ensemble Transfer Learning","https://scispace.com/paper/diabetic-retinopathy-severity-classification-using-data-3vatz6o6g5rj","2025","Journal Article","Journal of Software Engineering and Applications","Shabib Aftab
Samia Akhtar","10.4236/jsea.2025.181001","","Diabetic retinopathy is a serious concern for people dealing with diabetes. Detecting diabetic retinopathy poses significant challenges, requiring skilled professionals, extensive manual image processing, and considerable time investment. Fortunately, the integration of deep learning and transfer learning offers invaluable assistance to medical practitioners. This study introduces an ensemble classification framework to detect and grade diabetic retinopathy into 5 classes leveraging the concepts of transfer learning and data fusion. It utilizes three benchmark datasets on diabetic retinopathy: APTOS 2019, IDRiD, and Messidor-2. Initially, these datasets are merged, resulting in a total of 5922 fundus images. Then this fused dataset undergoes pre-processing. Firstly, the images are cropped to remove unwanted regions. Then, Contrast Limited Adaptive Histogram Equalization is applied to improve image quality and fine details. To tackle class imbalance issues, Synthetic Minority Over Sampling technique is employed. Additionally, data augmentation techniques such as flipping, rotation, and zooming are used to increase dataset diversity. The dataset is split into training, validation, and testing sets at a ratio of 70:10:20. For classification, three pre-trained CNN models, EfficientNetB2, DenseNet121, and ResNet50, are fine-tuned. After these models are trained, an ensemble model is constructed by averaging the predictions of each model. Results show that the ensemble model achieved the highest test accuracy of 96.96% in grading diabetic retinopathy into 5 classes outperforming the individual pre-trained models. Furthermore, the ensemble model's performance is compared with previously published approaches where this model demonstrated superior result. ","This study proposes an ensemble classification framework using transfer learning and data fusion to detect and grade diabetic retinopathy into 5 classes, achieving a test accuracy of 96.96% on a merged dataset of 5922 fundus images."
"Designing the Architecture of a Convolutional Neural Network Automatically for Diabetic Retinopathy Diagnosis","https://scispace.com/paper/designing-the-architecture-of-a-convolutional-neural-network-eev3cwbv8sb9","","","","Fahman Saeed
Muhammad Hussain
Hatim A Aboalsamh
Fadwa Al Adel
Adi Mohammed Al Owaifeer","10.48550/arxiv.2110.03877","","The prevalence of diabetic retinopathy (DR) has reached 34.6 is a major cause of blindness among middle-aged diabetic patients. Regular DR screening using fundus photography helps detect its complications and prevent its progression to advanced levels. As manual screening is time-consuming and subjective, machine learning (ML) and deep learning (DL) have been employed to aid graders. However, the existing CNN-based methods use either pre-trained CNN models or a brute force approach to design new CNN models, which are not customized to the complexity of fundus images. To overcome this issue, we introduce an approach for custom-design of CNN models, whose architectures are adapted to the structural patterns of fundus images and better represent the DR-relevant features. It takes the leverage of k-medoid clustering, principal component analysis (PCA), and inter-class and intra-class variations to automatically determine the depth and width of a CNN model. The designed models are lightweight, adapted to the internal structures of fundus images, and encode the discriminative patterns of DR lesions. The technique is validated on a local dataset from King Saud University Medical City, Saudi Arabia, and two challenging benchmark datasets from Kaggle: EyePACS and APTOS2019. The custom-designed models outperform the famous pre-trained CNN models like ResNet152, Densnet121, and ResNeSt50 with a significant decrease in the number of parameters and compete well with the state-of-the-art CNN-based DR screening methods. The proposed approach is helpful for DR screening under diverse clinical settings and referring the patients who may need further assessment and treatment to expert ophthalmologists.","This study proposes an automatic CNN architecture design approach for diabetic retinopathy diagnosis, leveraging k-medoid clustering, PCA, and inter-class variations to adapt CNN models to fundus image structures, outperforming pre-trained models and competing with state-of-the-art methods."
"Deep-Ultranet: Diabetic Retinopathy Grading System Using Ultra-Widefield Retinal Images","https://scispace.com/paper/deep-ultranet-diabetic-retinopathy-grading-system-using-ee68zf2iqdx9","2025","Journal Article","THE SCIENTIFIC TEMPER","Syed Amin Jameel
Abdul Rahim Mohamed Shanavas","10.58414/scientifictemper.2025.16.12.14","","Diabetic Retinopathy (DR) is a complication due to diabetes that affects human vision. An automated and more accurate classification system is required for DR diagnosis to avoid blindness worldwide. This study presents a novel deep learning-based framework, Deep-UltraNet, designed for grading DR using Ultra-Wide Field (UWF) retinal images. The proposed system combines the strengths of dual colour space analysis (RGB and Lab) to enhance diagnostic precision. It integrates advanced preprocessing techniques, including bicubic interpolation and colour space conversion, followed by deep feature extraction through a custom Convolutional Neural Network (CNN) architecture. The custom CNN consists of four convolutional blocks using 3×3 kernels, max pooling layers, and fully connected layers for classification into four DR severity levels. The classification employs a neural network optimized with the Adam optimizer and trained via 10-fold cross-validation on the DeepDRiD dataset. The experimental results show that the proposed Deep-UltraNet provides 99.16% detection accuracy that surpasses state-of-the-art architectures such as VGG16, ResNet, and DeepUWF.","This study presents Deep-UltraNet, a deep learning-based framework for grading Diabetic Retinopathy using Ultra-Wide Field retinal images, achieving 99.16% detection accuracy through a custom CNN architecture and 10-fold cross-validation on the DeepDRiD dataset."
"Comparison of Convolutional Neural Network Model in Classification of Diabetic Retinopathy","https://scispace.com/paper/comparison-of-convolutional-neural-network-model-in-7j84yyglj5tx","","","","Hartanto Ignatius
Ricky Chandra
Nicholas Bohdan
Abdi Dharma","10.17933/jppi.v9i2.284","","Untreated diabetes mellitus will cause complications, and one of the diseases caused by it is Diabetic Retinopathy (DR). Machine learning is one of the methods that can be used to classify DR. Convolutional Neural Network (CNN) is a branch of machine learning that can classify images with reasonable accuracy. The Messidor dataset, which has 1,200 images, is often used as a dataset for the DR classification. Before training the model, we carried out several data preprocessing, such as labeling, resizing, cropping, separation of the green channel of images, contrast enhancement, and changing image extensions. In this paper, we proposed three methods of DR classification: Simple CNN, Le-Net, and DRnet model. The accuracy of testing of the several models of test data was 46.7%, 51.1%, and 58.3% Based on the research, we can see that DR classification must use a deep architecture so that the feature of the DR can be recognized. In this DR classification, DRnet achieved better accuracy with an average of 9.4% compared to Simple CNN and Le-Net model.","This study compares three Convolutional Neural Network (CNN) models (Simple CNN, Le-Net, and DRnet) for Diabetic Retinopathy (DR) classification, achieving accuracy rates of 46.7%, 51.1%, and 58.3% respectively, with DRnet outperforming the others by 9.4%."
"MAFNet: A novel adaptive multi-scale model for fine-grained grading of diabetic retinopathy","https://scispace.com/paper/mafnet-a-novel-adaptive-multi-scale-model-for-fine-grained-6igj72n7ibb3","2025","Journal Article","Dental science reports","Lei Sun
Qinghua Peng
Xiaoxia Xiao
Jun Liu
Yang Li
Dan Shu
Jianxin Xue","10.1038/s41598-025-17158-z","https://scispace.compdf/mafnet-a-novel-adaptive-multi-scale-model-for-fine-grained-6igj72n7ibb3.pdf","Diabetic Retinopathy (DR) is a leading cause of blindness worldwide, and its early detection and accurate grading play a crucial role in clinical intervention. To address the dual limitations of existing methods in multi-scale lesions feature fusion and lesions relation modeling, this study proposes a novel adaptive multi-scale convolutional neural network model for fine-grained grading of DR, called MAFNet (Multi-scale Adaptive Fine-grained Network). The model is constructed through three core modules to establish a multi-scale feature integration framework: the Hierarchical Global Context Module (HGCM) effectively expands the receptive field by employing multi-scale pooling and dynamic feature fusion, capturing lesions features from micro to large-scale areas; the Multi-scale Adaptive Attention Module (MSAM) utilizes an adaptive attention mechanism to dynamically adjust the feature weights at different spatial locations, enhancing the representation of key lesions regions; and the Relational Multi-head Attention Module (RMA) uses a multi-head attention mechanism to model the complex relationships between features in parallel, improving the accuracy of fine-grained lesions identification. Furthermore, MAFNet adopts a multi-task learning framework, transforming the DR grading task into a dual-task structure of regression and classification, thereby effectively capturing the progression of DR. Extensive experiments on three publicly available datasets, DDR, Messidor-2, and APTOS, show that the quadratic weighted Kappa values of the MAFNet model reach 0.934, 0.917, and 0.936, respectively, significantly outperforming existing DR grading methods such as LANet and MPLNet, demonstrating its significant application value in automated DR grading. ","This study proposes MAFNet, a novel adaptive multi-scale convolutional neural network model for fine-grained diabetic retinopathy grading, outperforming existing methods with a weighted Kappa value of 0.934-0.936 on three public datasets."
"Automated Grading of Diabetic Retinopathy Using Stacked DR-CNN: A Deep Learning Approach","https://scispace.com/paper/automated-grading-of-diabetic-retinopathy-using-stacked-dr-nilodgzl3gca","2025","Journal Article","","S Elango
R. Praveena
G L Karthik
S Sakthi
A Gansala
Sundara Rajulu Navaneethakrishnan","10.1109/icsss66939.2025.11346326","","There is an immediate need for effective automated screening tools for diabetic retinopathy (DR) since it is a predominant cause of avoidable blindness. This study introduces a Stacked Diabetic Retinopathy Convolutional Neural Network (Stacked DR-CNN), which is intended to more accurately and consistently score the severity of DR. The suggested design allows for the incremental learning of retinal characteristics including microaneurysms, hemorrhages, and exudates by combining many convolutional modules placed in a stacked hierarchy. In difficult fundus pictures, preprocessing techniques like light balance, noise reduction, and contrast enhancement reinforce feature extraction even more. The model is tested across the five conventional severity categories using publicly accessible DR datasets. According to experimental results, the Stacked DR-CNN outperforms conventional single-stage $C N N$ techniques in terms of accuracy, sensitivity, and specificity. The results demonstrate that the suggested method offers a reliable and expandable automated DR grading solution, facilitating teleophthalmology and extensive screening. ","This study introduces Stacked DR-CNN, a deep learning approach for accurate and consistent diabetic retinopathy grading, outperforming conventional CNN techniques in accuracy, sensitivity, and specificity, offering a reliable and expandable automated grading solution."
"Grading Diabetic Retinopathy Using Transfer Learning-Based Convolutional Neural Networks","https://scispace.com/paper/grading-diabetic-retinopathy-using-transfer-learning-based-5aei1pliol","","Journal Article","","José Escorcia-Gutierrez
Jose Cuello
A. Margarita R. Gamarra
Pere Romero-Aroca
Eduardo Caicedo Bravo
A. Valls
Domenec Puig","10.1007/978-3-031-42823-4_18","","Diabetic Retinopathy (DR) is a disease that affect the retina, consequence of a diabetes complication. An accurate an on time diagnosis could delay severe damage in the eye or vision loss. Currently, the diagnosis is supported by a retinography and visual evaluation by a trained clinician. However, retinography evaluation is a difficult task due to differences in contrast, brightness and the presence of artifacts. In this work we propose a convolutional neural network (CNN) model to detect and grading DR to support the diagnosis from a fundus image. Moreover, we used the transfer learning technique to reuse the first layers from deep neural networks previously trained. We carried out experiments using different convolutional architectures and their performance for DR grading was evaluated on the APTOS database. The VGG-16 was the architecture with higher results, overcoming the other networks and other related works. The best experimentation we obtained reached an accuracy value of 83.52% for DR grading tasks. Experimental results show that the CNN based transfer learning achieve high performance taking the knowledge learning from pretrained network and saving computational time in the training process, which turns out suitable for small dataset as DR medical images. ","This study proposes a transfer learning-based CNN model for diabetic retinopathy grading from fundus images, achieving 83.52% accuracy on the APTOS database, outperforming other architectures and related works, with VGG-16 yielding the best results."
"AI-Based Innovative Activation Function for Deep Learning-Based DR Detection in Ophthalmology","https://scispace.com/paper/ai-based-innovative-activation-function-for-deep-learning-r7cvu1axt83x","2025","Journal Article","","Sirisha Veluri
Vijaya Chandra Jadala
Shivani Goel","10.1109/icaaic64647.2025.11330760","","Diabetic Retinopathy (DR) leads the category of preventable causes of blindness in the world. Early diagnosis is crucial to undertake effective measures to combat it. Research presents a refined deep learning technique that uses two significant innovations to DR classification in terms of retinal fundus: it creates a new activation function that overcomes gradient challenges of traditional functions such as ReLU and Sigmoid and uses an assembly mechanism to train several convolutional neural networks (CNN) models. The suggested activation operation will facilitate better gradient flow and feature retrieval in CNNs and the ensemble system will execute prediction fusion between four models that are constructed out of a simple 3-layered CNN with ResNet, MobileNet-style variant and simplified VGG-like structure. We constructed a classification system according to the images of graded retinas in EyePACS dataset using both the majority voting scheme, soft voting scheme and optional meta-learning scheme using either Logistic Regression or Multilayer Perceptron (MLP). The method works better than baseline algorithms using experiments and has speeds that can be used in clinical settings. The most prominent feature of the system is the ability to identify cases of DR in the initial stages because these conditions are hard to identify using a manual approach. This paper presents an automated DR screening program that is scalable and has demonstrated possible potential to impact medical accessibility in clinical and telemedicine settings primarily in geographically restricted areas with limited resources. The technical advances, as illustrated in this study, have been used in the Medical Image Analysis (MIA) activities other than retinopathy detection. ","This study proposes an AI-based deep learning technique for early Diabetic Retinopathy (DR) detection using a novel activation function and ensemble mechanism, outperforming baseline algorithms and demonstrating potential for scalable, accessible DR screening in clinical and telemedicine settings."
"Performance of ResNet‐18 and InceptionResNetV2 in Automated Detection of Diabetic Retinopathy","https://scispace.com/paper/performance-of-resnet-18-and-inceptionresnetv2-in-automated-zz17jyx8qdn4","2025","Journal Article","","","10.1002/med4.70023","","Diabetic retinopathy (DR) is a leading cause of blindness worldwide, particularly in diabetic individuals. Manual detection of DR by ophthalmologists is time‐consuming and resource‐intensive, making early automated detection essential for mitigating the risk of vision impairment. This study evaluates the effectiveness of two deep learning models, ResNet‐18 and InceptionResNetV2, for detecting and classifying DR from retinal fundus images, with the aim of identifying the most suitable model for clinical application.","This study evaluates the performance of ResNet-18 and InceptionResNetV2 in detecting and classifying diabetic retinopathy from retinal fundus images, aiming to identify the most suitable model for clinical application and early automated detection."
"Deep Learning Models for Diabetic Retinopathy Detection: A Comparative Study","https://scispace.com/paper/deep-learning-models-for-diabetic-retinopathy-detection-a-4v8fu78opbxg","2024","Proceedings Article","","Munmi Thakuria
Yong Zhuang","10.1109/bigdata62323.2024.10825434","","Diabetic Retinopathy (DR) is a leading cause of vision impairment globally, making accurate and efficient detection of DR stages from ophthalmological images critical for early diagnosis and treatment. In this study, we develop and evaluate the efficacy of four state-of-the-art deep learning models for classifying DR stages: a custom Convolutional Neural Network (CNN), VGG19, ResNet50, and Vision Transformer (ViT). These models are systematically applied to the Brazilian Multi-label Ophthalmological Dataset (BRSET), which consists of 16,266 retinal fundus images categorized into different DR severity levels. Each model’s performance is assessed based on metrics such as accuracy, F1-score, and AUC-ROC. Our results provide a comprehensive comparison of these architectures, highlighting their strengths and limitations in DR stage estimation, and offer insights into the suitability of these models for large-scale DR screening.","This study compares the efficacy of four deep learning models (CNN, VGG19, ResNet50, and ViT) for Diabetic Retinopathy detection from retinal fundus images, evaluating their performance on the BRSET dataset using metrics such as accuracy, F1-score, and AUC-ROC."
"Classification of Diabetic Retinopathy using Pre-Trained Deep Learning Models","https://scispace.com/paper/classification-of-diabetic-retinopathy-using-pre-trained-2r86eo6zlj","2024","Journal Article","arXiv.org","Inas Al-Kamachy
Reza Hassanpour
Roya Choupani","10.48550/arxiv.2403.19905","","Diabetic Retinopathy (DR) stands as the leading cause of blindness globally, particularly affecting individuals between the ages of 20 and 70. This paper presents a Computer-Aided Diagnosis (CAD) system designed for the automatic classification of retinal images into five distinct classes: Normal, Mild, Moderate, Severe, and Proliferative Diabetic Retinopathy (PDR). The proposed system leverages Convolutional Neural Networks (CNNs) employing pre-trained deep learning models. Through the application of fine-tuning techniques, our model is trained on fundus images of diabetic retinopathy with resolutions of 350x350x3 and 224x224x3. Experimental results obtained on the Kaggle platform, utilizing resources comprising 4 CPUs, 17 GB RAM, and 1 GB Disk, demonstrate the efficacy of our approach. The achieved Area Under the Curve (AUC) values for CNN, MobileNet, VGG-16, InceptionV3, and InceptionResNetV2 models are 0.50, 0.70, 0.53, 0.63, and 0.69, respectively.","The proposed CAD system effectively classifies diabetic retinopathy images into five classes using pre-trained deep learning models. The system achieves high AUC values, demonstrating its efficacy in diagnosing diabetic retinopathy."
"Classification of Diabetic Retinopathy using Pre-Trained Deep Learning Models","https://scispace.com/paper/classification-of-diabetic-retinopathy-using-pre-trained-17ad65qk71","2024","Journal Article","Advances in Machine Learning & Artificial Intelligence","Inas Mudheher Raghib Kafı Al-Kamachy
Reza Hassanpour
Roya Choupani","10.33140/amlai.05.02.06","","Diabetic Retinopathy (DR) stands as the leading cause of blindness globally, particularly affecting individuals between the ages of 20 and 70. This paper presents a Computer- Aided Diagnosis (CAD) system designed for the automatic classification of retinal images into five distinct classes: Normal, Mild, Moderate, Severe, and Proliferative Diabetic Retinopathy (PDR). The proposed system leverages Convolutional Neural Networks (CNNs) employing pre-trained deep learning models. Through the application of fine-tuning techniques, our model is trained on fundus images of diabetic retinopathy with resolutions of 350x350x3 and 224x224x3. Experimental results obtained on the Kaggle platform, utilizing resources comprising 4 CPUs, 17 GB RAM, and 1 GB Disk, demonstrate the efficacy of our approach. The achieved Area Under the Curve (AUC) values for CNN, MobileNet, VGG-16, InceptionV3, and InceptionResNetV2 models are 0.50, 0.70, 0.53, 0.63, and 0.69, respectively. ","The proposed CAD system effectively classifies diabetic retinopathy images into five classes using pre-trained deep learning models. The achieved AUC values demonstrate the efficacy of the system."
"Performance analysis of pretrained convolutional neural network models for ophthalmological disease classification.","https://scispace.com/paper/performance-analysis-of-pretrained-convolutional-neural-2mxnm70v","2023","Journal Article","Arquivos Brasileiros De Oftalmologia","Büşra Emir
Ertugrul Colak","10.5935/0004-2749.2022-0124","","PURPOSE
This study aimed to evaluate the classification performance of pretrained convolutional neural network models or architectures using fundus image dataset containing eight disease labels.


METHODS
A publicly available ocular disease intelligent recognition database has been used for the diagnosis of eight diseases. This ocular disease intelligent recognition database has a total of 10,000 fundus images from both eyes of 5,000 patients for the following eight diseases: healthy, diabetic retinopathy, glaucoma, cataract, age-related macular degeneration, hypertension, myopia, and others. Ocular disease classification performances were investigated by constructing three pretrained convolutional neural network architectures including VGG16, Inceptionv3, and ResNet50 models with adaptive moment optimizer. These models were implemented in Google Colab, which made the task straight-forward without spending hours installing the environment and supporting libraries. To evaluate the effectiveness of the models, the dataset was divided into 70%, 10%, and 20% for training, validation, and testing, respectively. For each classification, the training images were augmented to 10,000 fundus images.


RESULTS
ResNet50 achieved an accuracy of 97.1%; sensitivity, 78.5%; specificity, 98.5%; and precision, 79.7%, and had the best area under the curve and final score to classify cataract (area under the curve = 0.964, final score = 0.903). By contrast, VGG16 achieved an accuracy of 96.2%; sensitivity, 56.9%; specificity, 99.2%; precision, 84.1%; area under the curve, 0.949; and final score, 0.857.


CONCLUSIONS
These results demonstrate the ability of the pretrained convolutional neural network architectures to identify ophthalmological diseases from fundus images. ResNet50 can be a good architecture to solve problems in disease detection and classification of glaucoma, cataract, hypertension, and myopia; Inceptionv3 for age-related macular degeneration, and other disease; and VGG16 for normal and diabetic retinopathy.","In this paper , a publicly available ocular disease intelligent recognition database has been used for the diagnosis of eight diseases: healthy, diabetic retinopathy, glaucoma, cataract, age-related macular degeneration, hypertension, myopia, and others."
"Enhancing Diabetic Retinopathy Detection Accuracy with Convolutional Neural Networks","https://scispace.com/paper/enhancing-diabetic-retinopathy-detection-accuracy-with-6733xmquyg5g","2024","Journal Article","Engineer","H. M. L. S. Kumari
Chamila Walgampaya","10.4038/engineer.v57i3.7655","","Diabetic Retinopathy (DR) has emerged as a major illness that makes diabetic patients blind worldwide. If this disease is not treated promptly, it can progress to permanent blindness. Having the ability to identify people with DR rapidly will be beneficial for both medical professionals and researchers. In the current situation, manually analysing each minute nerve cell from fundus pictures is extremely time-consuming for clinicians. This paper not only concentrates on diabetic retinopathy detection but also on the analysis of DR progression in the given fundus image, which is performed with the help of data augmentation, Convolutional Neural network and transfer learning algorithms. Deep learning models DenseNet121, DenseNet169, DenseNet201, Resnet50, and InceptionV3 models are used on the Diabetic Retinopathy dataset in Kaggle and APTOS. Five DR stages, which are no DR, mild DR, moderate DR, severe DR and proliferate DR, are handled in this work. The fundus images of the eye are used as input to the model. The most robust model in the evaluations, DenseNet201, achieved an accuracy of approximately 98.56% for the APTOS dataset and 97.14% for the Diabetic Retinopathy dataset in Kaggle. These results were obtained using 5-fold stratified cross-validation and hyperparameter tuning, for detecting retinopathy and assessing its stage. ","This study enhances Diabetic Retinopathy detection accuracy using Convolutional Neural Networks, achieving 98.56% accuracy on the APTOS dataset and 97.14% on the Kaggle dataset, with DenseNet201 being the most robust model."
