"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Semaglutide 2.4 Mg for the Management of Overweight and Obesity: Systematic Literature Review and Meta-Analysis","https://scispace.com/paper/semaglutide-2-4-mg-for-the-management-of-overweight-and-1s2iu0bs","2022","Journal Article","Diabetes, Metabolic Syndrome and Obesity: Targets and Therapy","","10.2147/dmso.s392952","","Semaglutide has demonstrated safe and effective weight loss for overweight and obesity, including participants with concomitant type 2 diabetes mellitus (T2DM), in randomized placebo-controlled trials (RCTs). We conducted a systematic literature review (SLR) and network meta-analyses (NMA) to compare weekly semaglutide 2.4 mg with pharmacological comparators for weight management in overweight or obesity.The SLR was performed in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) checklist. NMAs were performed to compare weight change for semaglutide 2.4 mg with comparators using data identified in the SLR. The populations of interest were total population, normal glucose tolerance, non-T2DM, pre-diabetes, and T2DM. Included outcomes were weight change from baseline (CFB, %) at 52 weeks and proportion of participants losing ≥5% baseline fasting body weight at 12 weeks (at full therapeutic dose).The SLR identified 108 RCTs examining non-surgical interventions, of which 41 were considered for inclusion in the NMAs. In all populations, semaglutide 2.4 mg was associated with a greater percentage weight CFB with 52 weeks of treatment versus all available comparators. In all populations, semaglutide was associated with a higher likelihood of participants losing ≥5% of baseline fasting body weight at 12 weeks versus all available comparators.In NMA, semaglutide 2.4 mg demonstrated effective weight loss (≥5%) in the total population and all subpopulations of glucose tolerance versus active comparators. Semaglutide is an effective treatment that may address unmet need in the management of overweight and obesity. ","Semaglutide has demonstrated safe and effective weight loss for overweight and obesity, including participants with concomitant type 2 diabetes mellitus (T2DM), in randomized placebo-controlled trials (RCTs) as mentioned in this paper ."
"Efficacy and Safety of Semaglutide in Weight Loss of Non-diabetic People","https://scispace.com/paper/efficacy-and-safety-of-semaglutide-in-weight-loss-of-non-3btohbpw0o","2024","Journal Article","Endocrine‚ Metabolic & Immune Disorders-Drug Targets","Chul-Gyu Song
Yan Wang
Xue-Mei Dai
Hongyan Wu","10.2174/0118715303283400240521120048","","Objective:: The study aimed to investigate the efficacy and safety of semaglutide in weight loss in non-diabetic people. Methods:: In this study, 84 non-diabetic people who used semaglutide to lose weight in the outpatient department of our hospital from January 1, 2022, to June 30, 2022, were enrolled and compared for changes in body weight, waist circumference, Body Mass Index (BMI), fasting blood glucose, blood pressure, pulse, and body composition (body fat ratio, visceral fat area, and skeletal muscle) before treatment and 12 weeks after the treatment to analyze the weight loss efficacy and safety. Results:: After administering semaglutide 0.25 mg, 0.5 mg, 0.75 mg, or 1 mg subcutaneously once a week for 12 weeks, 84 participants in this study obtained an average weight loss of 5.91 ± 3.37 kg, equivalent to 6.15 ± 4.28% of baseline body weight, and there was also a significant reduction in visceral fat area and a slight reduction in blood pressure. The most common adverse reactions included gastrointestinal reactions (nausea, vomiting, and diarrhea), which were mild and subsided within 1-2 days. No severe adverse reaction, such as hypoglycemia and hypotension, was observed. Conclusion:: Low-dose semaglutide has been found to be effective and safe for short-term weight loss in non-diabetic people. ","Efficacy and safety of semaglutide in weight loss of non-diabetic people. Low-dose semaglutide is effective and safe for short-term weight loss in non-diabetic people, with minimal adverse reactions."
"Oral semaglutide: an OASIS from injectables","https://scispace.com/paper/oral-semaglutide-an-oasis-from-injectables-36uytdfekq","2023","Journal Article","The Lancet","Priya Manjoo
Arya M. Sharma","10.1016/s0140-6736(23)01479-4","","The OASIS 1 trial by Filip K Knop and colleagues 1 Knop FK Aroda VR do Vale RD et al. Oral semaglutide 50 mg taken once per day in adults with overweight or obesity (OASIS 1): a randomised, double-blind, placebo-controlled, phase 3 trial. Lancet. 2023; (published online June 26.)https://doi.org/10.1016/S0140-6736(23)01185-6 Summary Full Text Full Text PDF Scopus (20) Google Scholar demonstrates the greatest magnitude of weight loss to date among oral anti-obesity medications. 2 Wilding JPH Batterham RL Calanna S et al. Once-weekly semaglutide in adults with overweight or obesity. N Engl J Med. 2021; 384: 989-1002 Crossref PubMed Scopus (1036) Google Scholar , 3 Apovian CM Aronne L Rubino D et al. A randomized, phase 3 trial of naltrexone SR/bupropion SR on weight and obesity-related risk factors (COR-II). Obesity. 2013; 21: 935-943 Crossref PubMed Scopus (406) Google Scholar , 4 Gadde KM Allison DB Ryan DH et al. Effects of low-dose, controlled-release, phentermine plus topiramate combination on weight and associated comorbidities in overweight and obese adults (CONQUER): a randomised, placebo-controlled, phase 3 trial. Lancet. 2011; 377: 1341-1352 Summary Full Text Full Text PDF PubMed Scopus (697) Google Scholar In this randomised, double-blind, placebo-controlled, phase 3, superiority trial, conducted in nine countries in Asia, Europe, and North America, 334 participants were randomly assigned to the oral glucagon-like peptide-1 (GLP-1) analogue oral semaglutide 50 mg and 333 participants to placebo. The estimated weight loss of −12·7 percentage points (95% CI −14·2 to −11·3) from baseline over 68 weeks with oral semaglutide 50 mg once per day compared with placebo is on par with the weight loss demonstrated with injectable semaglutide 2·4 mg once per week. 2 Wilding JPH Batterham RL Calanna S et al. Once-weekly semaglutide in adults with overweight or obesity. N Engl J Med. 2021; 384: 989-1002 Crossref PubMed Scopus (1036) Google Scholar 269 (85%) of 317 participants receiving oral semaglutide achieved weight loss of at least 5% compared with 76 (26%) of 295 in the placebo group (odds ratio 12·6, 95% CI 8·5 to 18·7) and there were consistent improvements in adiposity-related abnormalities, such as hyperglycaemia, hypertension, elevated lipids and high-sensitivity C-reactive protein. Patients in the treatment group also benefited from significant improvements in the Impact of Weight on Quality of Life-Lite Clinical Trials Version Physical Function and the Short Form-36v2 Health Survey acute version Physical Functioning scores. If approved, semaglutide would be the only GLP-1 receptor agonist available in both an injectable and an oral formulation for the management of obesity, with similar efficacy and safety profiles affording patients more choices. Oral semaglutide 50 mg taken once per day in adults with overweight or obesity (OASIS 1): a randomised, double-blind, placebo-controlled, phase 3 trialIn adults with overweight or obesity without type 2 diabetes, oral semaglutide 50 mg once per day led to a superior and clinically meaningful decrease in bodyweight compared with placebo. Full-Text PDF ","Oral semaglutide 50 mg daily significantly reduces body weight by 12.7% in adults with overweight or obesity, comparable to injectable semaglutide, with improved glycemic control, blood pressure, and quality of life, offering a new oral treatment option for obesity management."
"Effect of Continued Weekly Subcutaneous Semaglutide vs Placebo on Weight Loss Maintenance in Adults With Overweight or Obesity: The STEP 4 Randomized Clinical Trial","https://scispace.com/paper/effect-of-continued-weekly-subcutaneous-semaglutide-vs-2fc86aadip","2021","Journal Article","JAMA","Domenica Rubino
Niclas Abrahamsson
Melanie J. Davies
Melanie J. Davies
Dan Hesse
Frank L. Greenway
Camilla B. Jensen
Ildiko Lingvay
Ofri Mosenzon
Julio Rosenstock
Miguel A. Rubio
Gottfried Rudofsky
Sayeh Tadayon
Thomas A. Wadden
Dror Dicker
Step Investigators","10.1001/JAMA.2021.3224","https://scispace.com/pdf/effect-of-continued-weekly-subcutaneous-semaglutide-vs-2fc86aadip.pdf","Importance The effect of continuing vs withdrawing treatment with semaglutide, a glucagon-like peptide 1 receptor agonist, on weight loss maintenance in people with overweight or obesity is unknown. Objective To compare continued once-weekly treatment with subcutaneous semaglutide, 2.4 mg, with switch to placebo for weight maintenance (both with lifestyle intervention) in adults with overweight or obesity after a 20-week run-in with subcutaneous semaglutide titrated to 2.4 mg weekly. Design, setting, and participants Randomized, double-blind, 68-week phase 3a withdrawal study conducted at 73 sites in 10 countries from June 2018 to March 2020 in adults with body mass index of at least 30 (or ≥27 with ≥1 weight-related comorbidity) and without diabetes. Interventions A total of 902 participants received once-weekly subcutaneous semaglutide during run-in. After 20 weeks (16 weeks of dose escalation; 4 weeks of maintenance dose), 803 participants (89.0%) who reached the 2.4-mg/wk semaglutide maintenance dose were randomized (2:1) to 48 weeks of continued subcutaneous semaglutide (n = 535) or switched to placebo (n = 268), plus lifestyle intervention in both groups. Main outcomes and measures The primary end point was percent change in body weight from week 20 to week 68; confirmatory secondary end points were changes in waist circumference, systolic blood pressure, and physical functioning (assessed using the Short Form 36 Version 2 Health Survey, Acute Version [SF-36]). Results Among 803 study participants who completed the 20-week run-in period (with a mean weight loss of 10.6%) and were randomized (mean age, 46 [SD, 12] years; 634 [79%] women; mean body weight, 107.2 kg [SD, 22.7 kg]), 787 participants (98.0%) completed the trial and 741 (92.3%) completed treatment. With continued semaglutide, mean body weight change from week 20 to week 68 was -7.9% vs +6.9% with the switch to placebo (difference, -14.8 [95% CI, -16.0 to -13.5] percentage points; P Conclusions and relevance Among adults with overweight or obesity who completed a 20-week run-in period with subcutaneous semaglutide, 2.4 mg once weekly, maintaining treatment with semaglutide compared with switching to placebo resulted in continued weight loss over the following 48 weeks. Trial registration ClinicalTrials.gov Identifier: NCT03548987.","In this article, the effect of continued vs withdrawing treatment with semaglutide, a glucagon-like peptide 1 receptor agonist, on weight loss maintenance in people with overweight or obesity is unknown."
"Use of Semaglutide for Successful Weight Loss and Maintenance in a Non-Obese Population: An Observational, Retrospective Chart Review","https://scispace.com/paper/use-of-semaglutide-for-successful-weight-loss-and-mnr1nmdvqxgt","2025","Journal Article","","Sharon Giese","10.21203/rs.3.rs-7190602/v1","","<title>Abstract</title> This retrospective chart review aimed to assess the efficacy of compounded semaglutide, the active ingredient of an FDA-approved weight loss drug for patients with obesity, for weight loss in otherwise healthy, regular, and overweight people (BMI &lt; 29.9). Additionally, a novel method to declare the ideal or target weight, which bridges the difference in body composition, bone structure a sex is proposed. Achieving a target weight is also proposed to measure the success of the elective weight loss (EWL™) program. <bold>Methods:</bold>An internal, retrospective chart review was conducted to assess the efficacy and success of an Elective Weight Loss (EWL™) program. Weight was collected on 326 patients (male n=23, female n=303), with a mean age of 42.2 years, for 12 to 120 weeks. Weekly doses, dose adjustments, when semaglutide was stopped, when the target weight was attained, and weight maintenance were collected. No diet was prescribed. <bold>Results:</bold> The results showed that 96% of the patients lost weight. Five patients gained weight, and seven lost no weight. In non-obese patients (n = 233), the mean start BMI was 25.44 ± 2.6 (20-28), and the end mean BMI was 22.99 ± 2.55, p-value &lt;0.001. Obese patients (n = 93) mean BMI was 34.98 ± 4.6, a mean end BMI of 30.72 ± 4.98, p-value &lt;0.001. <bold>Conclusions:</bold> It was concluded that compounded semaglutide was found to be a safe and highly effective off-label option for elective weight loss in normal and overweight individuals. It promotes weight loss at lower doses and shows potential benefits comparable to moderate calorie restriction in improving cardiometabolic health and supporting anti-aging in non-obese people. ","This retrospective chart review of 326 patients found that compounded semaglutide effectively promoted weight loss in non-obese individuals, with 96% achieving weight loss, and improved cardiometabolic health, suggesting a safe and effective off-label option for elective weight loss."
"The impact of semaglutide in body weight reduction: a systematic review and meta-analysis","https://scispace.com/paper/the-impact-of-semaglutide-in-body-weight-reduction-a-t3umcn951ezk","2026","Journal Article","International Journal of Medicine in Developing Countries","Hosam Awaji
Raghad Alrasheed
Abdulrahman Alfifa
Mohammed Albalawi
Munif Almutairi
Osama M Alalmaei
Sultan Alsallal
Leena Almobty
Taif Albalawi
Ahmed Mansor Taha Alzain","10.24911/ijmdc.51-1765515744","","Obesity is a public health concern that contributed to the development of major diseases, emphasizing the need for novel drugs to aid in weight management. One example is semaglutide, a GLP-1 analog. This review aimed to assess the efficacy of Semaglutide on body weight and BMI in non-diabetic overweight or obese people. The current review examined PubMed/Medline, ClinicalTrials.gov, and Scopus for randomized clinical trials (RCT) studies. The efficacy was measured in terms of changes in body weight and BMI. The revised Cochrane ROB technique was used to assess the risk of bias (ROB). Seven suitable RCTs with 4816 overweight people were reviewed. The random-effects pooled prevalence of change in body weight was -10.13 kg (95% CI: -12.32 to -7.93, p ","This systematic review and meta-analysis of 7 RCTs (n=4816) found that semaglutide significantly reduced body weight (-10.13 kg, 95% CI: -12.32 to -7.93) and BMI in non-diabetic overweight or obese individuals."
"Effects of once-weekly semaglutide on appetite, energy intake, control of eating, food preference and body weight in subjects with obesity.","https://scispace.com/paper/effects-of-once-weekly-semaglutide-on-appetite-energy-intake-dek1ldaaqs","2017","Journal Article","Diabetes, Obesity and Metabolism","John E. Blundell
Graham Finlayson
Mads Axelsen
Anne Flint
Catherine Gibbons
Trine Kvist
Julie Hjerpsted","10.1111/DOM.12932","https://onlinelibrary.wiley.com/doi/pdf/10.1111/dom.12932","Aim
The aim of this trial was to investigate the mechanism of action for body weight loss with semaglutide.

Materials and methods
This randomised, double-blind, placebo-controlled, two-period crossover trial investigated the effects of 12 weeks of treatment with once-weekly subcutaneous semaglutide, dose-escalated to 1.0 mg, in 30 subjects with obesity. Ad libitum energy intake, ratings of appetite, thirst, nausea and well-being, control of eating, food preference, resting metabolic rate, body weight and body composition were assessed.

Results
After a standardised breakfast, semaglutide, compared with placebo, led to a lower ad libitum energy intake during lunch (−1255 kJ; P  < .0001) and during the subsequent evening meal ( P  = .0401) and snacks ( P  = .0034), resulting in a 24% reduction in total energy intake across all ad libitum meals throughout the day (−3036 kJ; P  < .0001). Fasting overall appetite suppression scores were improved with semaglutide vs placebo, while nausea ratings were similar. Semaglutide was associated with less hunger and food cravings, better control of eating and a lower preference for high-fat foods. Resting metabolic rate, adjusted for lean body mass, did not differ between treatments. Semaglutide led to a reduction from baseline in mean body weight of 5.0 kg, predominantly from body fat mass.

Conclusion
After 12 weeks of treatment, ad libitum energy intake was substantially lower with semaglutide vs placebo with a corresponding loss of body weight observed with semaglutide. In addition to reduced energy intake, likely mechanisms for semaglutide-induced weight loss included less appetite and food cravings, better control of eating and lower relative preference for fatty, energy-dense foods.","The aim of this trial was to investigate the mechanism of action for body weight loss with semaglutide."
"Real-world effectiveness of Semaglutide treatment on weight loss maintenance after weight loss in patients with obesity or overweight and diabetes","https://scispace.com/paper/real-world-effectiveness-of-semaglutide-treatment-on-weight-3q9ieupypcs3","2025","Journal Article","Eating and Weight Disorders-studies on Anorexia Bulimia and Obesity","Michela Del Prete
Lidia Gavazzi
Olga Disoteo
Federico Vignati
G. Di Sacco
F Muratori","10.1007/s40519-024-01711-2","","To report data on the real-world effectiveness and safety of injectable (IS) and oral (OS) therapies in obese or overweight diabetes (T2DM) patients on glycometabolic control, weight loss (WL) and weight maintenance after the use of semaglutide. 175 subjects with obesity or overweight and T2DM were retrospectively assessed. Of these, 129 (75F, 54 M; mean age 61.2 ± 9.8 years) patients were treated with IS and 46 (24F, 22 M; mean age 65.7 ± 12.8 years) with OS for T2DM and WL. At baseline, mean weight (mW) was 101.8 ± 24.6 kg and 95.2 ± 15.0 kg; mean body mass index (mBMI) was 36.7 ± 8.7 kg/m2 and 34.3 ± 5.3 kg/m2. After 6 months, in the IS group, 127 patients had a mW and mBMI reduction of − 10.4 ± 8.1 kg and − 3.9 ± 3.0 kg/m2. 46 patients in the OS group had a mW and mBMI reduction of − 6.7 ± 5.3 kg and − 2.6 ± 2.1 kg/m2. After 12 months, 102 patients in the IS group achieved a mW and mBMI reduction of − 9.3 ± 7.5 kg and − 3.4 ± 2.6 kg/m2. 44 patients in the OS group of treatment had a mW and mBMI reduction of − 10.7 ± 6.5 kg and − 3.9 ± 2.4 kg/m2. After 24 months, 92 patients in the IS group of therapy achieved a mW and mBMI reduction of − 15.9 ± 11.4 kg and − 5.8 ± 3.7 kg/m2. There was a mean percentage reduction of glycated hemoglobin (HBA1C) of − 1.9 ± 1.4%, − 1.5 ± 1.9%, and − 1.5 ± 1.7% after 6, 12 and 24 months in the IS group. In the OS group there was a mean reduction of − 1.5 ± 1.6% after 6 months and of − 0.8 ± 0.6% after 12 months of therapy. Semaglutide induces WL maintenance after 12 and 24 months of treatment. Our results show a comparable effectiveness of IS and OS in T2DM patients with obesity or overweight. IS and OS treatment provide significant WL that allows reaching the glycometabolic therapeutic goal in a short time. Level of Evidence Level II ","Semaglutide treatment for 24 months significantly maintains weight loss in obese or overweight patients with type 2 diabetes, with comparable effectiveness between injectable and oral formulations, improving glycemic control and body mass index."
"Wegovy (semaglutide): a new weight loss drug for chronic weight management.","https://scispace.com/paper/wegovy-semaglutide-a-new-weight-loss-drug-for-chronic-weight-1s9f0sdp94","2021","Journal Article","Journal of Investigative Medicine","Gurdeep Singh
Matthew Krauthamer
Meghan Bjalme-Evans","10.1136/JIM-2021-001952","https://jim.bmj.com/content/jim/early/2021/10/27/jim-2021-001952.full.pdf","Obesity is a growing epidemic within the USA. Because weight gain is associated with an increased risk of developing life-threatening comorbidities, such as hypertension or type 2 diabetes, there is great interest in developing non-invasive pharmacotherapeutics to help combat obesity. Glucagon-like peptide-1 (GLP-1) receptor agonists are a class of antidiabetic medications that have shown promise in encouraging glycemic control and promoting weight loss in patients with or without type 2 diabetes. This literature review summarizes and discusses the weight loss results from the SUSTAIN (Semaglutide Unabated Sustainability in Treatment of Type 2 Diabetes), PIONEER (Peptide Innovation for Early Diabetes Treatment), and STEP (Semaglutide Treatment Effect in People with Obesity) clinical trial programs. The SUSTAIN and PIONEER clinical trials studied the use of 1.0 mg, once-weekly, subcutaneous and oral semaglutide (a new GLP-1 homolog), respectively, on participants with type 2 diabetes. The STEP trial examined the effects of 2.4 mg, once-weekly, subcutaneous semaglutide on patients with obesity. Trial data and other pertinent articles were obtained via database search through the US National Library of Medicine Clinical Trials and the National Center for Biotechnology Information. All three clinical trials demonstrated that semaglutide (injected or oral) has superior efficacy compared with placebo and other antidiabetic medications in weight reduction, which led to Food and Drug Administration approval of Wegovy (semaglutide) for weight loss.","In this article, a literature review summarizes and discusses the weight loss results from the SUSTAIN (Semaglutide Unabated Sustainability in Treatment of Type 2 Diabetes), PIONEER (Peptide Innovation for Early Diabetes Treatment), and STEP clinical trial programs."
"Wegovy (Semaglutide): A New Weight Loss Drug for Chronic Weight Management","https://scispace.com/paper/wegovy-semaglutide-a-new-weight-loss-drug-for-chronic-weight-4mfhtcdm","2022","Journal Article","Journal of Investigative Medicine","","10.1136/jim-2021-001952","https://jim.bmj.com/content/jim/70/1/5.full.pdf","Obesity is a growing epidemic within the USA. Because weight gain is associated with an increased risk of developing life-threatening comorbidities, such as hypertension or type 2 diabetes, there is great interest in developing non-invasive pharmacotherapeutics to help combat obesity. Glucagon-like peptide-1 (GLP-1) receptor agonists are a class of antidiabetic medications that have shown promise in encouraging glycemic control and promoting weight loss in patients with or without type 2 diabetes. This literature review summarizes and discusses the weight loss results from the SUSTAIN (Semaglutide Unabated Sustainability in Treatment of Type 2 Diabetes), PIONEER (Peptide Innovation for Early Diabetes Treatment), and STEP (Semaglutide Treatment Effect in People with Obesity) clinical trial programs. The SUSTAIN and PIONEER clinical trials studied the use of 1.0 mg, once-weekly, subcutaneous and oral semaglutide (a new GLP-1 homolog), respectively, on participants with type 2 diabetes. The STEP trial examined the effects of 2.4 mg, once-weekly, subcutaneous semaglutide on patients with obesity. Trial data and other pertinent articles were obtained via database search through the US National Library of Medicine Clinical Trials and the National Center for Biotechnology Information. All three clinical trials demonstrated that semaglutide (injected or oral) has superior efficacy compared with placebo and other antidiabetic medications in weight reduction, which led to Food and Drug Administration approval of Wegovy (semaglutide) for weight loss. ","In this paper , a literature review summarizes and discusses the weight loss results from the SUSTAIN (Semaglutide Unabated Sustainability in Treatment of Type 2 Diabetes), PIONEER (Peptide Innovation for Early Diabetes Treatment), and STEP clinical trial programs."
"Efficacy and tolerability of once-weekly subcutaneous semaglutide for weight management: A prospective follow-up study from Bangladesh","https://scispace.com/paper/efficacy-and-tolerability-of-once-weekly-subcutaneous-28t0r8la05t8","2025","Repository","","Md Rakibul Hasan","10.5281/zenodo.14614219","","Background: Semaglutide is a well-known drug for long-term weight management but its efficacy and side effects are not well documented in a prospective follow-up study in Bangladesh. Objective: To assess weight-reducing efficacy and side effects of once-weekly subcutaneous Semaglutide at different doses with 3 months follow-up. Methods: Subjects with obesity, intended to lose weight, and having no contraindication of Semaglutide were included in the study. Semaglutide 0.25mg was introduced for the first 4 weeks followed by 0.5mg, and 1.0mg on subsequent follow-up based on tolerability and side effects. Clinical parameters were recorded at baseline and each follow-up. Face-to-face interviews were taken and possible side effects at different doses were recorded in a structured data collection sheet. Results: This preliminary report, included 22 patients (19 females [86.4%]; mean [SD] age, 32.8[8.1] years; mean [SD] BMI, 34.7[3.9]). On monthly follow-up in the 1st, 2nd, and 3rd months, follow-up completed 22, 17, and 13 patients respectively. Mean weight loss from baseline at 1st, 2nd, and 3rd follow-ups were 3.5±1.6 (2.8-4.3); 7.1±2.2 (6.0-8.3); 10.3±1.7 (9.2-11.3), 95% CI; p<0.0001, respectively. About 86.4% of the study population lost ≥10% of initial body weight at 3rd Follow-up. Regarding side effects, 50.0%, 64.7%, and 92.3% of patients reported any side effects; 4.5%, 5.9%, and 23.1% of patients developed serious side effects at a mean dose of 0.25, 0.5, and 1.0mg during follow-up. Most of the side effects were GIT origin, commonly anorexia, nausea, vomiting, diarrhea, and acid reflux. While a significant proportion (30.7%) of patients reported hair fall on 1.0mg Semaglutide. Among the major side effects, two patients developed hypoglycemia (DM=1, non-DM=1), and one developed cholelithiasis. No mortality was reported during the follow-up. Conclusions: The use of Semaglutide was associated with significant weight loss, however; side effects were the main obstacle in dose optimization. ",""
"Sémaglutide 2,4 mg administré de manière hebdomadaire améliore le métabolisme du glucose et le prédiabète chez des adultes en situation de surpoids ou d’obésité dans l’étude clinique STEP 1","https://scispace.com/paper/semaglutide-24-mg-administre-de-maniere-hebdomadaire-86dkk3cd","2022","Journal Article","Annales D Endocrinologie","E. Cosson
Luc Perreault
Melanie J. Davies
José Yuste Frías
Peter Schmidt Laursen
Ildiko Lingvay
A. Varbo
J. Wilding
Sven-Olov Wallenstein
C. Le Roux","10.1016/j.ando.2022.07.247","","Dans l’étude STEP 1, sémaglutide 2,4 mg a entraîné une perte de poids corporel (PC) de 14,9 % chez des adultes en situation de surpoids/obésité. L’effet du sémaglutide 2,4 mg sur le métabolisme glucidique a été évalué dans cette analyse chez des sujets présentant un pré-diabète à l’inclusion. Les sujets ( n = 1961) ont été randomisés selon un ratio de 2 :1 pour recevoir pendant 68 semaines des injections sous-cutanées de sémaglutide (2,4 mg) une fois par semaine ou un placebo (PBO), associés à des modifications du mode de vie. Les analyses post-hoc incluaient l’évolution, entre l’inclusion et la semaine 68, du statut glycémique, de l’HbA 1c , de la glycémie à jeun (Gaj) et de la résistance à l’insuline selon l’index HOMA-IR. À l’inclusion : 856 (43,7 %) sujets présentaient un prédiabète (593 sémaglutide/263 PBO ; moyenne HbA 1c : 5,9/5,9 %, Gaj : 98,7/97,6 mg/dL, HOMA-IR : 4,2/4,1, PC : 106,9/106,9 kg, respectivement). À la semaine 68, 84,1 % d’entre eux présentaient une glycémie normale dans le groupe sémaglutide, contre 47,8 % dans le groupe placebo ( p < 0,0001) ; dans le groupe sémaglutide, la majorité des sujets prédiabétiques à l’inclusion devenus normoglycémiques ont atteint une perte de poids ≥10 %. Sémaglutide a permis une diminution de l’HbA 1c (différence : −0,35 point de pourcentage ; p < 0,0001), de la Gaj (−8,49 mg/dL ; p < 0,0001) et de l’index HOMA-IR ( % de changement relatif : −28 % ; p < 0,0001) versus placebo. Une dose hebdomadaire de 2,4 mg de sémaglutide a permis à la plupart des adultes en situation de surpoids/obésité et de prédiabète de revenir à un stade normoglycémique à la semaine 68. ","In this article , sémaglutide 2,4 mg (2.4 mg) was shown to achieve a perte de poids corporel (PC) of 14,9 % chez des adultes in situation of surpoids/obésité."
"Use of Semaglutide for Successful Weight Loss and Maintenance in a Non-Obese Population: An Observational, Retrospective Chart Review","https://scispace.com/paper/use-of-semaglutide-for-successful-weight-loss-and-hz01daxrlde8","2025","Journal Article","","Sharon Giese","10.20944/preprints202506.1737.v2","","Objectives: This retrospective chart review aimed to assess the efficacy of compounded semaglutide, the active ingredient of an FDA-approved weight loss drug for patients with obesity, for weight loss in otherwise healthy, regular, and overweight people. Additionally, a novel method to declare the ideal or target weight, which bridges the difference in body composition, bone structure and sex is proposed. Achieving a target weight is also proposed to measure the success of the elective weight loss (EWL™) program. Methods: An internal, retrospective chart review was conducted to assess the efficacy and success of an Elective Weight Loss (EWL™) program. Weight was collected on 326 patients (male n=23, female n=303), with a mean age of 42.2 years, for 12 to 120 weeks. Weekly doses, dose adjustments, when semaglutide was stopped, when the target weight was attained, and weight maintenance were collected. No diet was prescribed. Results: The results showed that 96% of the patients lost weight. Five patients gained weight, and seven lost no weight. In non-obese patients (n = 233), the mean start BMI was 25.44 ± 2.6 (20-28), and the end mean BMI was 22.99 ± 2.55, p-value &amp;amp;lt;0.001. Obese patients (n = 93) mean BMI was 34.98 ± 4.6, a mean end BMI of 30.72 ± 4.98, p-value &amp;amp;lt;0.001. Conclusions: It was concluded that compounded semaglutide was found to be a safe and highly effective off-label option for elective weight loss in normal and overweight individuals. It promotes weight loss at lower doses and shows potential benefits comparable to moderate calorie restriction in improving cardiometabolic health and supporting anti-aging in non-obese people. ","This retrospective chart review of 326 patients found that compounded semaglutide effectively promoted weight loss in non-obese individuals, with 96% achieving weight loss, and improved cardiometabolic health, suggesting a safe and effective off-label option for elective weight loss."
"Sustained weight loss with semaglutide once weekly in patients without type 2 diabetes and post-bariatric treatment failure.","https://scispace.com/paper/sustained-weight-loss-with-semaglutide-once-weekly-in-91usu6de","2023","Journal Article","Diabetologie Und Stoffwechsel","Anne Lautenbach
John E. Wagner
Oliver Mann
Fabian Stoll
Jens Aberle","10.1055/s-0043-1767984","","About 20%-25% of patients experience weight regain (WR) or insufficient weight loss (IWL) following bariatric surgery (BS). Therefore, we aimed to retrospectively assess the effectiveness of adjunct treatment with semaglutide in patients without type 2 diabetes (T2D) with post-bariatric treatment failure over a 12 months period. Post-bariatric patients without T2D with WR or IWL (n = 29) were included in the analysis. The primary endpoint was weight loss 12 months after initiation of adjunct treatment. Secondary endpoints included change in body mass index, HbA1c, lipid profile, high sensitive C-reactive protein and liver enzymes. Total weight loss during semaglutide treatment added up to 14.7% ± 8.9% (mean ± SD, p < .001) after 12 months. Categorical weight loss was >5% in 89.7% of patients, >10% in 62.1% of patients, >15% in 34.5% of patients, >20% in 24.1% of patients and > 25% in 17.2% of patients. Adjunct treatment with semaglutide resulted in sustained weight loss regardless of sex, WR or IWL and type of surgery. Among patients with prediabetes (n = 6), 12 months treatment led to normoglycemia in all patients (p < .05). Treatment options to manage post-bariatric treatment failure are scarce. Our results imply a clear benefit of adjunct treatment with semaglutide in post-bariatric patients over a 12 months follow-up period.","In this paper , the authors evaluated the effectiveness of adjunct treatment with semaglutide in patients without type 2 diabetes (T2D) with post-bariatric treatment failure over a 12 months period."
"Effect of Semaglutide in Individuals With Obesity or Overweight Without Diabetes","https://scispace.com/paper/effect-of-semaglutide-in-individuals-with-obesity-or-3hp1zice9ilo","2024","Journal Article","Cureus","Mokhlef Alanazi
Jaber Abdullah Alshahrani
Ahmed Sulayman Aljaberi
Basel Ali A Alqahtani
Mahdi Muammer","10.7759/cureus.67889","","This systematic review evaluates the efficacy and safety of semaglutide in individuals with obesity or overweight without diabetes. Obesity is a significant public health concern, associated with various comorbidities and reduced quality of life. Semaglutide, a glucagon-like peptide-1 receptor agonist, has emerged as a promising pharmacological intervention for weight management. This review synthesizes findings from multiple clinical trials, highlighting the impact of semaglutide on weight loss, metabolic parameters, and overall health outcomes in non-diabetic populations. The review also addresses methodological considerations, including study design, participant selection, and outcome measures, to assess the robustness of the evidence. Ethical considerations and potential conflicts of interest are discussed to ensure transparency in the research process. The findings indicate that semaglutide is associated with significant weight reduction and improvement in obesity-related health markers, suggesting its potential as a valuable treatment option for individuals struggling with obesity. Limitations of the current literature and recommendations for future research directions are also presented, emphasizing the need for further studies to explore the long-term effects and generalizability of semaglutide treatment in diverse populations. ","This systematic review evaluates semaglutide's efficacy and safety in non-diabetic individuals with obesity or overweight, finding significant weight reduction and improved health markers, suggesting its potential as a valuable treatment option."
